Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),car_age,price_per_km
788,2016 Toyota Fortuner 4x4 AT,2016,Third Party,Diesel,7,145000,First Owner,Automatic,2016,12.55,2982.0,2982.0,1685.0,18.0,10,12.413793103448276
789,2015 Maruti Ciaz ZXi,2016,Comprehensive,Petrol,5,42733,First Owner,Manual,2015,20.73,1373.0,1373.0,911.0,6.82,10,15.959562867105047
790,2017 Audi A4 30 TFSI Technology,2017,Third Party insurance,Petrol,5,30300,Second Owner,Automatic,2017,17.84,1395.0,1395.0,14751.0,24.8,9,81.84818481848185
791,2022 Mercedes-Benz AMG A 35 4MATIC BSVI,2022,Comprehensive,Petrol,5,14000,First Owner,Automatic,2022,1991.0,30173.0,30173.0,400.0,48.5,4,346.42857142857144
792,2019 Renault Duster 85PS Diesel RxS,2019,Comprehensive,Diesel,5,59215,Second Owner,Manual,2019,19.87,1461.0,1461.0,838.0,7.8,7,13.172338090010976
793,2018 Mercedes-Benz S-Class S 450,2018,Third Party,Petrol,5,22000,First Owner,Automatic,2018,7.81,2996.0,2996.0,36207.0,93.0,8,422.72727272727275
794,2019 Hyundai Creta 1.6 SX Automatic,2019,Comprehensive,Petrol,5,91724,First Owner,Automatic,2019,14.8,1591.0,1591.0,1213.0,10.76,7,11.730844708037155
795,2017 Toyota Fortuner 2.8 2WD AT BSIV,2017,Comprehensive,Diesel,7,52000,Second Owner,Automatic,2017,12.9,2755.0,2755.0,1745.0,25.5,9,49.03846153846154
796,2020 Lexus RX 450hL,2020,Comprehensive,Petrol,5,19900,First Owner,Automatic,2020,18.8,3456.0,3456.0,25881.0,82.0,6,412.0603015075377
797,2015 Maruti Wagon R VXi BSII,2015,Comprehensive,Petrol,5,72503,First Owner,Manual,2015,998.0,671.0,671.0,90.0,3.21,11,4.427403004013627
799,2020 Mercedes-Benz GLC Coupe 300d 4MATIC BSVI,2020,Comprehensive,Diesel,5,38000,First Owner,Automatic,2020,16.34,1950.0,1950.0,24138.0,69.5,6,182.89473684210526
800,2017 Maruti Ciaz 1.3 Alpha,2018,Comprehensive,Diesel,5,67633,First Owner,Manual,2017,28.09,1248.0,1248.0,885.0,6.61,8,9.77333550189996
801,2019 BMW 6 Series GT 630d Luxury Line,2019,Comprehensive,Diesel,4,45000,Second Owner,Automatic,2019,17.09,2993.0,2993.0,2614.0,43.0,7,95.55555555555556
802,2015 Honda Amaze S i-Vtech,2015,Comprehensive,Petrol,5,61000,First Owner,Manual,2015,18.0,1198.0,1198.0,867.0,4.6,11,7.540983606557376
803,2021 MG Hector Sharp CVT,2021,Comprehensive,Petrol,5,29000,First Owner,Automatic,2021,1451.0,141.0,141.0,250.0,16.5,5,56.89655172413793
804,2019 Hyundai Venue SX Plus Turbo DCT,2019,Comprehensive,Petrol,5,65710,Second Owner,Automatic,2019,18.15,998.0,998.0,11835.0,8.66,7,13.179120377415918
805,2019 Maruti Vitara Brezza ZDi,2019,Comprehensive,Diesel,5,51763,First Owner,Manual,2019,24.3,1248.0,1248.0,885.0,8.0,7,15.455054768850337
806,2021 Maruti SX4 S Cross Alpha,2022,Comprehensive,Petrol,5,19133,First Owner,Manual,2021,18.55,1462.0,1462.0,10325.0,9.74,4,50.90681022317462
807,2018 Hyundai Tucson 2.0 Dual VTVT 2WD AT GLS,2018,Third Party insurance,Petrol,5,22000,First Owner,Automatic,2018,12.95,1999.0,1999.0,15288.0,19.25,8,87.5
808,2016 Toyota Fortuner 4x4 AT,2016,Third Party,Diesel,7,145000,First Owner,Automatic,2016,12.55,2982.0,2982.0,1685.0,18.0,10,12.413793103448276
809,2015 Maruti Ciaz ZXi,2016,Comprehensive,Petrol,5,42733,First Owner,Manual,2015,20.73,1373.0,1373.0,911.0,6.82,10,15.959562867105047
810,2017 Audi A4 30 TFSI Technology,2017,Third Party insurance,Petrol,5,30300,Second Owner,Automatic,2017,17.84,1395.0,1395.0,14751.0,24.8,9,81.84818481848185
811,2022 Mercedes-Benz AMG A 35 4MATIC BSVI,2022,Comprehensive,Petrol,5,14000,First Owner,Automatic,2022,1991.0,30173.0,30173.0,400.0,48.5,4,346.42857142857144
812,2019 Renault Duster 85PS Diesel RxS,2019,Comprehensive,Diesel,5,59215,Second Owner,Manual,2019,19.87,1461.0,1461.0,838.0,7.8,7,13.172338090010976
813,2018 Mercedes-Benz S-Class S 450,2018,Third Party,Petrol,5,22000,First Owner,Automatic,2018,7.81,2996.0,2996.0,36207.0,93.0,8,422.72727272727275
814,2019 Hyundai Creta 1.6 SX Automatic,2019,Comprehensive,Petrol,5,91724,First Owner,Automatic,2019,14.8,1591.0,1591.0,1213.0,10.76,7,11.730844708037155
815,2017 Toyota Fortuner 2.8 2WD AT BSIV,2017,Comprehensive,Diesel,7,52000,Second Owner,Automatic,2017,12.9,2755.0,2755.0,1745.0,25.5,9,49.03846153846154
816,2020 Lexus RX 450hL,2020,Comprehensive,Petrol,5,19900,First Owner,Automatic,2020,18.8,3456.0,3456.0,25881.0,82.0,6,412.0603015075377
817,2015 Maruti Wagon R VXi BSII,2015,Comprehensive,Petrol,5,72503,First Owner,Manual,2015,998.0,671.0,671.0,90.0,3.21,11,4.427403004013627
819,2020 Mercedes-Benz GLC Coupe 300d 4MATIC BSVI,2020,Comprehensive,Diesel,5,38000,First Owner,Automatic,2020,16.34,1950.0,1950.0,24138.0,69.5,6,182.89473684210526
820,2017 Maruti Ciaz 1.3 Alpha,2018,Comprehensive,Diesel,5,67633,First Owner,Manual,2017,28.09,1248.0,1248.0,885.0,6.61,8,9.77333550189996
821,2019 BMW 6 Series GT 630d Luxury Line,2019,Comprehensive,Diesel,4,45000,Second Owner,Automatic,2019,17.09,2993.0,2993.0,2614.0,43.0,7,95.55555555555556
822,2015 Honda Amaze S i-Vtech,2015,Comprehensive,Petrol,5,61000,First Owner,Manual,2015,18.0,1198.0,1198.0,867.0,4.6,11,7.540983606557376
823,2017 Mercedes-Benz C-Class C 220 CDI Avantgarde,2017,Comprehensive,Diesel,5,30000,First Owner,Automatic,2017,19.27,2143.0,2143.0,170.0,27.5,9,91.66666666666667
824,2017 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,2017,Comprehensive,Petrol,5,103030,First Owner,Automatic,2017,15.63,1499.0,1499.0,1104.0,6.82,9,6.619431233621276
825,2019 Maruti XL6 Alpha,2019,Third Party insurance,Petrol,6,19123,First Owner,Manual,2019,19.01,1462.0,1462.0,1032.0,10.25,7,53.600376509961826
826,2019 Mahindra XUV500 W9 BSIV,2019,Comprehensive,Diesel,7,70767,First Owner,Manual,2019,15.1,2179.0,2179.0,15287.0,11.6,7,16.39182104653299
827,2019 Mercedes-Benz E-Class Expression E 200 BSIV,2019,Zero Dep,Petrol,5,25000,First Owner,Automatic,2019,15.0,1991.0,1991.0,1944.0,49.75,7,199.0
828,2017 Hyundai Creta 1.6 VTVT E Plus,2017,Third Party insurance,Petrol,5,58525,First Owner,Manual,2017,15.29,1591.0,1591.0,1213.0,8.5,9,14.523707817172149
829,2016 Maruti Baleno 1.2 Alpha,2017,Comprehensive,Petrol,5,77353,First Owner,Manual,2016,21.4,1197.0,1197.0,831.0,5.2,9,6.722428347963233
830,2018 Maruti Baleno 1.2 Zeta,2018,Comprehensive,Petrol,5,59200,First Owner,Manual,2018,21.4,1197.0,1197.0,831.0,6.25,8,10.557432432432432
831,2022 Mercedes-Benz GLE 300d,2022,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2022,1950.0,24138.0,24138.0,500.0,79.9,4,319.6
832,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,2018,Comprehensive,Diesel,5,99230,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,6.55,8,6.600826362995062
833,2017 Hyundai i20 1.2 Magna Executive,2017,Comprehensive,Petrol,5,80000,First Owner,Manual,2017,18.6,1197.0,1197.0,8183.0,5.25,9,6.5625
834,2018 Maruti Ciaz 1.4 Delta,2018,Comprehensive,Petrol,5,50840,First Owner,Manual,2018,20.73,1373.0,1373.0,911.0,6.72,8,13.217938630999214
835,2023 Mercedes-Benz C-Class C 200,2023,Comprehensive,Petrol,5,1000,First Owner,Automatic,2023,16.9,1496.0,1496.0,20115.0,59.75,3,5975.0
837,2017 Maruti Baleno 1.2 Zeta,2017,Comprehensive,Petrol,5,111142,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.01,9,4.507746846376707
838,2014 Mercedes-Benz C-Class 200 K AT,2014,Comprehensive,Petrol,5,133477,First Owner,Automatic,2014,11.7,1796.0,1796.0,178.0,8.5,12,6.368138330948403
839,2021 Toyota Fortuner 4X4 Diesel AT,2021,Comprehensive,Diesel,7,23000,First Owner,Automatic,2021,2755.0,20115.0,20115.0,500.0,43.0,5,186.95652173913044
840,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,2018,Comprehensive,Diesel,5,120802,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,5.97,8,4.94197115941789
841,2021 Tata Safari XZA Plus (O) Adventure Edition AT BSVI,2021,Comprehensive,Diesel,7,41000,Second Owner,Automatic,2021,14.08,1956.0,1956.0,16767.0,20.0,5,48.78048780487805
843,2017 Mercedes-Benz C-Class C 220 CDI Avantgarde,2017,Comprehensive,Diesel,5,30000,First Owner,Automatic,2017,19.27,2143.0,2143.0,170.0,27.5,9,91.66666666666667
844,2017 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,2017,Comprehensive,Petrol,5,103030,First Owner,Automatic,2017,15.63,1499.0,1499.0,1104.0,6.82,9,6.619431233621276
845,2019 Maruti XL6 Alpha,2019,Third Party insurance,Petrol,6,19123,First Owner,Manual,2019,19.01,1462.0,1462.0,1032.0,10.25,7,53.600376509961826
846,2019 Mahindra XUV500 W9 BSIV,2019,Comprehensive,Diesel,7,70767,First Owner,Manual,2019,15.1,2179.0,2179.0,15287.0,11.6,7,16.39182104653299
847,2019 Mercedes-Benz E-Class Expression E 200 BSIV,2019,Zero Dep,Petrol,5,25000,First Owner,Automatic,2019,15.0,1991.0,1991.0,1944.0,49.75,7,199.0
848,2017 Hyundai Creta 1.6 VTVT E Plus,2017,Third Party insurance,Petrol,5,58525,First Owner,Manual,2017,15.29,1591.0,1591.0,1213.0,8.5,9,14.523707817172149
849,2016 Maruti Baleno 1.2 Alpha,2017,Comprehensive,Petrol,5,77353,First Owner,Manual,2016,21.4,1197.0,1197.0,831.0,5.2,9,6.722428347963233
850,2018 Maruti Baleno 1.2 Zeta,2018,Comprehensive,Petrol,5,59200,First Owner,Manual,2018,21.4,1197.0,1197.0,831.0,6.25,8,10.557432432432432
851,2022 Mercedes-Benz GLE 300d,2022,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2022,1950.0,24138.0,24138.0,500.0,79.9,4,319.6
852,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,2018,Comprehensive,Diesel,5,99230,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,6.55,8,6.600826362995062
853,2017 Hyundai i20 1.2 Magna Executive,2017,Comprehensive,Petrol,5,80000,First Owner,Manual,2017,18.6,1197.0,1197.0,8183.0,5.25,9,6.5625
854,2018 Maruti Ciaz 1.4 Delta,2018,Comprehensive,Petrol,5,50840,First Owner,Manual,2018,20.73,1373.0,1373.0,911.0,6.72,8,13.217938630999214
855,2023 Mercedes-Benz C-Class C 200,2023,Comprehensive,Petrol,5,1000,First Owner,Automatic,2023,16.9,1496.0,1496.0,20115.0,59.75,3,5975.0
857,2017 Maruti Baleno 1.2 Zeta,2017,Comprehensive,Petrol,5,111142,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.01,9,4.507746846376707
858,2014 Mercedes-Benz C-Class 200 K AT,2014,Comprehensive,Petrol,5,133477,First Owner,Automatic,2014,11.7,1796.0,1796.0,178.0,8.5,12,6.368138330948403
859,2021 Toyota Fortuner 4X4 Diesel AT,2021,Comprehensive,Diesel,7,23000,First Owner,Automatic,2021,2755.0,20115.0,20115.0,500.0,43.0,5,186.95652173913044
860,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,2018,Comprehensive,Diesel,5,120802,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,5.97,8,4.94197115941789
861,2021 Tata Safari XZA Plus (O) Adventure Edition AT BSVI,2021,Comprehensive,Diesel,7,41000,Second Owner,Automatic,2021,14.08,1956.0,1956.0,16767.0,20.0,5,48.78048780487805
863,2021 Mercedes-Benz S-Class S 350 d,2023,Comprehensive,Diesel,5,7900,First Owner,Automatic,2021,13.5,2925.0,2925.0,28161.0,1.5,3,18.9873417721519
864,2019 Maruti Ciaz Alpha AT BSVI,2019,Comprehensive,Petrol,5,42334,First Owner,Automatic,2019,20.04,1462.0,1462.0,10325.0,8.29,7,19.58236878159399
866,2015 Maruti Swift Dzire VXI,2015,Comprehensive,Petrol,5,98275,First Owner,Manual,2015,20.85,1197.0,1197.0,8314.0,3.97,11,4.03968455863648
867,2019 Land Rover Range Rover 3.0 Diesel LWB Vogue,2019,Third Party insurance,Diesel,5,57500,Second Owner,Automatic,2019,13.33,2995.0,2995.0,33525.0,1.8,7,3.130434782608696
868,2018 Honda WR-V i-VTEC VX,2018,Third Party insurance,Petrol,5,65000,First Owner,Manual,2018,17.5,1199.0,1199.0,887.0,6.85,8,10.538461538461538
869,2018 Hyundai Verna VTVT 1.6 SX,2018,Comprehensive,Petrol,5,52235,Second Owner,Manual,2018,17.0,1591.0,1591.0,1213.0,7.45,8,14.262467694074854
870,2015 Honda City i VTEC V,2015,Comprehensive,Petrol,5,50158,First Owner,Manual,2015,17.4,1497.0,1497.0,1173.0,6.95,11,13.85621436261414
871,2020 Mercedes-Benz E-Class Exclusive E 220d,2020,Comprehensive,Diesel,5,34000,Second Owner,Automatic,2020,16.1,1950.0,1950.0,1917.0,44.9,6,132.05882352941177
872,2017 Nissan Sunny XV CVT,2017,Comprehensive,Petrol,5,69820,First Owner,Automatic,2017,17.5,1498.0,1498.0,996.0,5.44,9,7.79146376396448
873,2019 Toyota Innova Crysta 2.8 ZX AT BSIV,2019,Comprehensive,Diesel,7,71000,First Owner,Automatic,2019,11.36,2755.0,2755.0,1715.0,20.5,7,28.87323943661972
874,2018 Maruti Ignis 1.2 AMT Alpha BSIV,2018,Comprehensive,Petrol,5,82415,First Owner,Automatic,2018,20.89,1197.0,1197.0,8180.0,5.34,8,6.479403021294667
875,2017 Mercedes-Benz GLS 350d 4MATIC,2017,Third Party insurance,Diesel,7,70000,Second Owner,Automatic,2017,11.0,2987.0,2987.0,258.0,51.5,9,73.57142857142857
877,2018 Renault Duster 110PS Diesel RxZ AMT,2018,Comprehensive,Diesel,5,71070,First Owner,Automatic,2018,19.6,1461.0,1461.0,10845.0,7.22,8,10.158998170817505
878,2016 Mercedes-Benz B Class B180 Sport,2016,Third Party insurance,Petrol,5,83000,First Owner,Automatic,2016,14.8,1595.0,1595.0,12069.0,12.65,10,15.240963855421686
879,2020 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,5,107834,First Owner,Manual,2020,18.27,998.0,998.0,11835.0,7.99,6,7.40953688076117
880,2018 Maruti Baleno Alpha,2018,Comprehensive,Petrol,5,55000,First Owner,Manual,2018,21.01,1197.0,1197.0,8180.0,6.75,8,12.272727272727273
881,2017 Mercedes-Benz GLE 400 4MATIC,2017,Comprehensive,Petrol,5,55000,First Owner,Automatic,2017,9.7,2996.0,2996.0,32855.0,45.45,9,82.63636363636364
882,2021 Mercedes-Benz S-Class S 350 d,2023,Comprehensive,Diesel,5,7900,First Owner,Automatic,2021,13.5,2925.0,2925.0,28161.0,1.5,3,18.9873417721519
883,2019 Maruti Ciaz Alpha AT BSVI,2019,Comprehensive,Petrol,5,42334,First Owner,Automatic,2019,20.04,1462.0,1462.0,10325.0,8.29,7,19.58236878159399
885,2015 Maruti Swift Dzire VXI,2015,Comprehensive,Petrol,5,98275,First Owner,Manual,2015,20.85,1197.0,1197.0,8314.0,3.97,11,4.03968455863648
886,2019 Land Rover Range Rover 3.0 Diesel LWB Vogue,2019,Third Party insurance,Diesel,5,57500,Second Owner,Automatic,2019,13.33,2995.0,2995.0,33525.0,1.8,7,3.130434782608696
887,2018 Honda WR-V i-VTEC VX,2018,Third Party insurance,Petrol,5,65000,First Owner,Manual,2018,17.5,1199.0,1199.0,887.0,6.85,8,10.538461538461538
888,2018 Hyundai Verna VTVT 1.6 SX,2018,Comprehensive,Petrol,5,52235,Second Owner,Manual,2018,17.0,1591.0,1591.0,1213.0,7.45,8,14.262467694074854
889,2015 Honda City i VTEC V,2015,Comprehensive,Petrol,5,50158,First Owner,Manual,2015,17.4,1497.0,1497.0,1173.0,6.95,11,13.85621436261414
890,2020 Mercedes-Benz E-Class Exclusive E 220d,2020,Comprehensive,Diesel,5,34000,Second Owner,Automatic,2020,16.1,1950.0,1950.0,1917.0,44.9,6,132.05882352941177
891,2017 Nissan Sunny XV CVT,2017,Comprehensive,Petrol,5,69820,First Owner,Automatic,2017,17.5,1498.0,1498.0,996.0,5.44,9,7.79146376396448
892,2019 Toyota Innova Crysta 2.8 ZX AT BSIV,2019,Comprehensive,Diesel,7,71000,First Owner,Automatic,2019,11.36,2755.0,2755.0,1715.0,20.5,7,28.87323943661972
893,2018 Maruti Ignis 1.2 AMT Alpha BSIV,2018,Comprehensive,Petrol,5,82415,First Owner,Automatic,2018,20.89,1197.0,1197.0,8180.0,5.34,8,6.479403021294667
894,2017 Mercedes-Benz GLS 350d 4MATIC,2017,Third Party insurance,Diesel,7,70000,Second Owner,Automatic,2017,11.0,2987.0,2987.0,258.0,51.5,9,73.57142857142857
896,2018 Renault Duster 110PS Diesel RxZ AMT,2018,Comprehensive,Diesel,5,71070,First Owner,Automatic,2018,19.6,1461.0,1461.0,10845.0,7.22,8,10.158998170817505
897,2016 Mercedes-Benz B Class B180 Sport,2016,Third Party insurance,Petrol,5,83000,First Owner,Automatic,2016,14.8,1595.0,1595.0,12069.0,12.65,10,15.240963855421686
898,2020 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,5,107834,First Owner,Manual,2020,18.27,998.0,998.0,11835.0,7.99,6,7.40953688076117
899,2018 Maruti Baleno Alpha,2018,Comprehensive,Petrol,5,55000,First Owner,Manual,2018,21.01,1197.0,1197.0,8180.0,6.75,8,12.272727272727273
900,2017 Mercedes-Benz GLE 400 4MATIC,2017,Comprehensive,Petrol,5,55000,First Owner,Automatic,2017,9.7,2996.0,2996.0,32855.0,45.45,9,82.63636363636364
901,2020 Volvo XC60 D5 Inscription,2020,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2020,11.2,2400.0,2400.0,215.0,52.0,6,208.0
902,2014 Maruti Ritz VXi,2015,Comprehensive,Petrol,5,48539,Second Owner,Manual,2014,1197.0,8580.0,8580.0,114.0,3.21,11,6.613238838871835
903,2015 Honda City V MT,2015,Comprehensive,Petrol,5,65000,First Owner,Manual,2015,16.8,1497.0,1497.0,1163.0,6.25,11,9.615384615384615
904,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,86916,Second Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.68,12,4.233973031432647
905,2016 Lexus RX 450h F-Sport,2016,Comprehensive,Petrol,5,11000,First Owner,Automatic,2016,18.8,3456.0,3456.0,259.0,66.0,10,600.0
906,2019 Tata Nexon 1.2 Revotron XZA Plus DualTone,2019,Comprehensive,Petrol,5,108662,First Owner,Automatic,2019,17.0,1198.0,1198.0,1085.0,7.12,7,6.552428631904438
908,2019 BMW M2 Competition,2019,Comprehensive,Petrol,4,29000,First Owner,Automatic,2019,10.63,2979.0,2979.0,410.0,71.0,7,244.82758620689654
909,2018 Hyundai Grand i10 1.2 Kappa Asta,2018,Comprehensive,Petrol,5,63307,First Owner,Manual,2018,18.9,1197.0,1197.0,8186.0,5.44,8,8.59304658252642
910,2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,2018,Comprehensive,Diesel,5,84000,First Owner,Automatic,2018,16.38,1995.0,1995.0,18246.0,15.9,8,18.928571428571427
911,2016 Maruti Baleno 1.2 Alpha,2016,Comprehensive,Petrol,5,101927,First Owner,Manual,2016,21.4,1197.0,1197.0,831.0,5.14,10,5.042824766744826
912,2017 Mini 3 DOOR John Cooper Works 2019-2020,2017,Comprehensive,Petrol,4,31900,Second Owner,Automatic,2017,16.47,1998.0,1998.0,231.0,31.0,9,97.17868338557994
913,2015 Mercedes-Benz E-Class E 200 CGI,2015,Comprehensive,Petrol,5,76000,First Owner,Automatic,2015,12.0,1991.0,1991.0,18103.0,23.9,11,31.44736842105263
914,2019 Maruti Ciaz Alpha AT BSVI,2019,Comprehensive,Petrol,5,40775,Second Owner,Automatic,2019,20.04,1462.0,1462.0,10325.0,8.14,7,19.963212752912323
915,2020 Mercedes-Benz S-Class S 350 d,2020,Third Party,Diesel,5,18346,First Owner,Automatic,2020,13.5,2925.0,2925.0,28161.0,97.0,6,528.7256077619099
916,2021 Mercedes-Benz GLS 400d 4MATIC BSVI,2021,Third Party insurance,Diesel,7,46001,First Owner,Automatic,2021,2925.0,3258640000000.0,3258640000000.0,700.0,1.06,5,2.304297732657986
917,2018 Maruti SX4 S Cross Alpha DDiS 200 SH,2019,Comprehensive,Diesel,5,59710,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,7.8,7,13.063138502763357
918,2020 Honda City VX CVT,2020,Comprehensive,Petrol,5,40000,First Owner,Automatic,2020,17.4,1497.0,1497.0,1176.0,10.95,6,27.375
919,2015 Mercedes-Benz M-Class ML 350 4Matic,2015,Comprehensive,Diesel,5,76000,First Owner,Automatic,2015,2987.0,1652243800.0,1652243800.0,510.0,19.99,11,26.302631578947366
920,2020 Volvo XC60 D5 Inscription,2020,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2020,11.2,2400.0,2400.0,215.0,52.0,6,208.0
921,2014 Maruti Ritz VXi,2015,Comprehensive,Petrol,5,48539,Second Owner,Manual,2014,1197.0,8580.0,8580.0,114.0,3.21,11,6.613238838871835
922,2015 Honda City V MT,2015,Comprehensive,Petrol,5,65000,First Owner,Manual,2015,16.8,1497.0,1497.0,1163.0,6.25,11,9.615384615384615
923,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,86916,Second Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.68,12,4.233973031432647
924,2016 Lexus RX 450h F-Sport,2016,Comprehensive,Petrol,5,11000,First Owner,Automatic,2016,18.8,3456.0,3456.0,259.0,66.0,10,600.0
925,2019 Tata Nexon 1.2 Revotron XZA Plus DualTone,2019,Comprehensive,Petrol,5,108662,First Owner,Automatic,2019,17.0,1198.0,1198.0,1085.0,7.12,7,6.552428631904438
927,2019 BMW M2 Competition,2019,Comprehensive,Petrol,4,29000,First Owner,Automatic,2019,10.63,2979.0,2979.0,410.0,71.0,7,244.82758620689654
928,2018 Hyundai Grand i10 1.2 Kappa Asta,2018,Comprehensive,Petrol,5,63307,First Owner,Manual,2018,18.9,1197.0,1197.0,8186.0,5.44,8,8.59304658252642
929,2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,2018,Comprehensive,Diesel,5,84000,First Owner,Automatic,2018,16.38,1995.0,1995.0,18246.0,15.9,8,18.928571428571427
930,2016 Maruti Baleno 1.2 Alpha,2016,Comprehensive,Petrol,5,101927,First Owner,Manual,2016,21.4,1197.0,1197.0,831.0,5.14,10,5.042824766744826
931,2017 Mini 3 DOOR John Cooper Works 2019-2020,2017,Comprehensive,Petrol,4,31900,Second Owner,Automatic,2017,16.47,1998.0,1998.0,231.0,31.0,9,97.17868338557994
932,2015 Mercedes-Benz E-Class E 200 CGI,2015,Comprehensive,Petrol,5,76000,First Owner,Automatic,2015,12.0,1991.0,1991.0,18103.0,23.9,11,31.44736842105263
933,2019 Maruti Ciaz Alpha AT BSVI,2019,Comprehensive,Petrol,5,40775,Second Owner,Automatic,2019,20.04,1462.0,1462.0,10325.0,8.14,7,19.963212752912323
934,2020 Mercedes-Benz S-Class S 350 d,2020,Third Party,Diesel,5,18346,First Owner,Automatic,2020,13.5,2925.0,2925.0,28161.0,97.0,6,528.7256077619099
935,2021 Mercedes-Benz GLS 400d 4MATIC BSVI,2021,Third Party insurance,Diesel,7,46001,First Owner,Automatic,2021,2925.0,3258640000000.0,3258640000000.0,700.0,1.06,5,2.304297732657986
936,2018 Maruti SX4 S Cross Alpha DDiS 200 SH,2019,Comprehensive,Diesel,5,59710,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,7.8,7,13.063138502763357
937,2020 Honda City VX CVT,2020,Comprehensive,Petrol,5,40000,First Owner,Automatic,2020,17.4,1497.0,1497.0,1176.0,10.95,6,27.375
938,2015 Mercedes-Benz M-Class ML 350 4Matic,2015,Comprehensive,Diesel,5,76000,First Owner,Automatic,2015,2987.0,1652243800.0,1652243800.0,510.0,19.99,11,26.302631578947366
939,2022 Audi Q7 Technology 2022-2022,2022,Comprehensive,Petrol,7,8000,First Owner,Automatic,2022,11.21,2995.0,2995.0,33525.0,87.0,4,1087.5
940,2019 Honda WR-V i-VTEC VX,2019,Comprehensive,Petrol,5,67606,First Owner,Manual,2019,17.5,1199.0,1199.0,887.0,6.82,7,10.087862024080703
941,2016 Audi Q3 35 TDI Quattro Premium Plus,2016,Third Party insurance,Diesel,5,72135,Second Owner,Automatic,2016,15.73,1968.0,1968.0,17433.0,15.75,10,21.83406113537118
942,2015 Hyundai i20 Asta 1.2,2015,Comprehensive,Petrol,5,96658,First Owner,Manual,2015,18.6,1197.0,1197.0,8183.0,5.1,11,5.276335119700386
943,2017 Audi A4 30 TFSI Premium Plus,2017,Zero Dep,Petrol,5,29000,First Owner,Automatic,2017,17.84,1395.0,1395.0,14751.0,27.25,9,93.96551724137932
944,2017 Audi Q7 45 TDI Quattro Technology,2017,Comprehensive,Diesel,7,76000,Second Owner,Automatic,2017,14.75,2967.0,2967.0,245.0,45.0,9,59.21052631578947
945,2017 Maruti Ciaz 1.4 AT Alpha,2017,Comprehensive,Petrol,5,26750,First Owner,Automatic,2017,19.12,1373.0,1373.0,911.0,8.62,9,32.22429906542056
946,2009 Mercedes-Benz S-Class S 350 L,2009,Not Available,Petrol,5,92762,Fifth Owner,Automatic,2009,10.13,3498.0,3498.0,3649.0,8.25,17,8.893728035186822
947,2018 Jaguar XF 2.0 Diesel Portfolio,2018,Comprehensive,Diesel,5,14000,First Owner,Automatic,2018,19.33,1999.0,1999.0,177.0,35.5,8,253.57142857142858
948,2018 Nissan Micra Active XV S,2018,Comprehensive,Petrol,5,43293,First Owner,Manual,2018,19.49,1198.0,1198.0,6704.0,4.12,8,9.516550019633659
949,2017 Honda City 1.5 V MT Exclusive,2017,Comprehensive,Petrol,5,102786,First Owner,Manual,2017,17.0,1497.0,1497.0,1186600.0,5.95,9,5.788726091101901
950,2015 Nissan Micra Active XV S,2015,Comprehensive,Petrol,5,98751,First Owner,Manual,2015,19.49,1198.0,1198.0,6704.0,2.98,11,3.0176909600915436
951,2017 Jeep Grand Cherokee Summit 4X4,2017,Comprehensive,Diesel,5,53000,First Owner,Automatic,2017,12.8,2998.0,2998.0,2396.0,34.9,9,65.84905660377359
952,2017 BMW 3 Series 320d,2017,Zero Dep,Diesel,5,54776,Second Owner,Automatic,2017,22.69,1995.0,1995.0,190.0,18.9,9,34.50416240689353
953,2018 Maruti Ciaz 1.3 Alpha,2018,Comprehensive,Diesel,5,59870,First Owner,Manual,2018,28.09,1248.0,1248.0,885.0,7.27,8,12.142976448972775
