Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),car_age,price_per_km
429,2015 Audi Q7 45 TDI Quattro Technology,2016,Comprehensive,Diesel,7,72222,Second Owner,Automatic,2015,14.75,2967.0,2967.0,245.0,34.9,10,48.323225609924954
430,2019 Honda City i-VTEC CVT ZX,2020,Comprehensive,Petrol,5,41116,First Owner,Automatic,2019,18.0,1497.0,1497.0,1176.0,10.39,6,25.269967895709698
431,2019 Land Rover Range Rover Sport 2.0 Petrol SE,2019,Zero Dep,Petrol,5,4000,First Owner,Automatic,2019,12.65,1997.0,1997.0,29636.0,1.1,7,27.500000000000004
432,2017 Jaguar XJ 2.0L Portfolio,2017,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9.43,1999.0,1999.0,2374.0,69.0,9,345.0
433,2021 Tata Altroz XZ Plus BSVI,2023,Comprehensive,Petrol,5,29502,First Owner,Manual,2021,19.33,1199.0,1199.0,8683.0,7.56,3,25.625381330079318
434,2014 BMW X5 xDrive 30d M Sport,2014,Comprehensive,Diesel,5,132501,First Owner,Automatic,2014,15.97,2993.0,2993.0,258.0,12.21,12,9.21502479226572
435,2017 Mercedes-Benz E-Class E250 CDI Avantgarde,2017,Comprehensive,Diesel,5,35000,First Owner,Automatic,2017,13.0,2143.0,2143.0,204.0,23.9,9,68.28571428571429
436,2017 Honda WR-V i-DTEC VX,2017,Comprehensive,Diesel,5,56458,Second Owner,Manual,2017,25.5,1498.0,1498.0,986.0,5.71,9,10.113712848489142
437,2018 Maruti Ciaz 1.4 AT Alpha,2018,Comprehensive,Petrol,5,50000,First Owner,Automatic,2018,19.12,1373.0,1373.0,911.0,7.25,8,14.5
438,2018 Maruti Baleno 1.2 Zeta,2018,Comprehensive,Petrol,5,61657,First Owner,Manual,2018,21.4,1197.0,1197.0,831.0,5.93,8,9.6177238594158
440,2017 Maruti Ciaz 1.4 Zeta,2017,Third Party insurance,Petrol,5,67000,First Owner,Manual,2017,20.73,1373.0,1373.0,911.0,6.25,9,9.328358208955224
441,2016 Hyundai i20 Sportz 1.2,2016,Comprehensive,Petrol,5,104948,First Owner,Manual,2016,18.6,1197.0,1197.0,8183.0,4.61,10,4.392651598887069
442,2017 Jaguar XJ 2.0L Portfolio,2017,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9.43,1999.0,1999.0,2374.0,52.0,9,260.0
444,2014 Mercedes-Benz M-Class ML 350 CDI,2014,Comprehensive,Diesel,5,154000,Second Owner,Automatic,2014,11.74,2987.0,2987.0,2548.0,17.5,12,11.363636363636363
445,2016 Toyota Camry 2.5 Hybrid,2016,Comprehensive,Petrol,5,46000,First Owner,Automatic,2016,19.16,2494.0,2494.0,1577.0,20.5,10,44.56521739130435
446,2015 Honda City i VTEC E,2015,Comprehensive,Petrol,5,90000,First Owner,Manual,2015,1497.0,1173.0,1173.0,145.0,5.65,11,6.277777777777778
447,2020 Audi A3 35 TDI Premium Plus,2020,Comprehensive,Diesel,5,39000,Second Owner,Automatic,2020,20.38,1968.0,1968.0,143.0,22.5,6,57.69230769230769
448,2017 Hyundai Creta 1.6 VTVT AT SX Plus,2017,Comprehensive,Petrol,5,64727,First Owner,Automatic,2017,13.0,1591.0,1591.0,1213.0,9.87,9,15.248659755588855
449,2018 Hyundai i20 Active 1.4 S,2018,Third Party insurance,Diesel,5,65000,First Owner,Manual,2018,21.19,1396.0,1396.0,8873.0,6.5,8,10.0
450,2013 Honda Brio S MT,2013,Third Party,Petrol,5,44636,Second Owner,Manual,2013,19.4,1198.0,1198.0,868.0,2.63,13,5.892105027332199
451,2015 Toyota Fortuner 4x2 AT,2015,Comprehensive,Diesel,7,100000,Second Owner,Automatic,2015,12.55,2982.0,2982.0,1685.0,15.5,11,15.5
452,2021 Mercedes-Benz C-Class Progressive C 220d,2021,Zero Dep,Diesel,5,23616,First Owner,Automatic,2021,12.6,1950.0,1950.0,194.0,43.9,5,185.8909214092141
453,2014 Hyundai Xcent 1.2 Kappa S,2014,Comprehensive,Petrol,5,107682,First Owner,Manual,2014,19.1,1197.0,1197.0,82.0,3.39,12,3.1481584665960884
454,2022 Mercedes-Benz AMG GLA 35 4MATIC,2022,Third Party,Petrol,5,9500,First Owner,Automatic,2022,1991.0,30173.0,30173.0,400.0,56.5,4,594.7368421052631
455,2019 Land Rover Discovery Sport Petrol HSE 7S,2019,Comprehensive,Petrol,7,47500,First Owner,Automatic,2019,12.81,1997.0,1997.0,23736.0,43.0,7,90.52631578947368
456,2011 Volkswagen Polo Petrol Highline 1.2L,2011,Comprehensive,Petrol,5,101914,Second Owner,Manual,2011,16.47,1198.0,1198.0,739.0,2.59,15,2.541358400219793
457,2023 Hyundai Grand i10 Nios Magna BSVI,2023,Comprehensive,Petrol,5,620,First Owner,Manual,2023,1197.0,8180.0,8180.0,1138.0,6.65,3,1072.5806451612902
458,2019 Maruti Baleno Alpha,2019,Comprehensive,Petrol,5,45507,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,6.49,7,14.261542180323906
459,2015 Audi A8 L 3.0 TDI quattro,2015,Comprehensive,Diesel,4,58000,First Owner,Automatic,2015,16.77,2967.0,2967.0,24674.0,29.75,11,51.293103448275865
460,2022 Mercedes-Benz S-Class S 350d BSVI,2022,Comprehensive,Diesel,5,7000,First Owner,Automatic,2022,2925.0,28161.0,28161.0,600.0,1.55,4,22.142857142857142
461,2015 Ford Ecosport 1.5 Ti VCT AT Titanium,2015,Comprehensive,Petrol,5,74095,Second Owner,Automatic,2015,16.5,1499.0,1499.0,110.0,5.37,11,7.247452594642014
462,2022 BMW X3 xDrive30i M Sport,2022,Zero Dep,Petrol,5,8450,First Owner,Automatic,2022,19.0,5.0,5.0,,71.9,4,850.8875739644972
463,2018 Mercedes-Benz S-Class Maybach S500,2018,Comprehensive,Petrol,4,40000,First Owner,Automatic,2018,7.81,4663.0,4663.0,459.0,1.09,8,2.7250000000000005
464,2010 Maruti Alto 800 LXi BSIII,2010,Comprehensive,Petrol,5,77684,Second Owner,Manual,2010,796.0,463.0,463.0,62.0,1.54,16,1.9823901961793935
465,2021 Audi Q5 Technology BSVI,2022,Third Party insurance,Petrol,5,22900,First Owner,Automatic,2021,13.47,1984.0,1984.0,24559.0,54.8,4,239.3013100436681
467,2022 Mercedes-Benz GLS 400d 4MATIC,2022,Comprehensive,Diesel,7,19000,Second Owner,Automatic,2022,2925.0,3258640000000.0,3258640000000.0,700.0,1.15,4,6.052631578947367
468,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,74846,Second Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.1,12,4.141837907169387
469,2022 Toyota Glanza S,2022,Comprehensive,Petrol,5,4500,First Owner,Manual,2022,22.35,1197.0,1197.0,8850.0,7.55,4,167.77777777777777
470,2012 Hyundai i20 Magna,2012,Comprehensive,Petrol,5,97722,Third Owner,Manual,2012,18.5,1197.0,1197.0,805200.0,2.27,14,2.3229160270972757
471,2023 Jeep Wrangler Rubicon,2023,Third Party insurance,Petrol,5,9000,First Owner,Automatic,2023,12.1,1998.0,1998.0,26530.0,70.0,3,777.7777777777778
472,2020 Mercedes-Benz AMG GLE 53 Coupe,2020,Third Party,Petrol,5,19000,First Owner,Automatic,2020,8.9,2999.0,2999.0,435.0,78.99,6,415.7368421052631
473,2015 Honda City i VTEC CVT VX,2015,Comprehensive,Petrol,5,79683,First Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.35,11,7.9690774694727855
474,2022 Maruti Swift Dzire VXI AT,2022,Comprehensive,Petrol,5,26000,First Owner,Automatic,2022,22.61,1197.0,1197.0,8850.0,7.95,4,30.576923076923077
475,2016 BMW X1 sDrive 20d xLine,2016,Third Party insurance,Diesel,5,70000,Second Owner,Automatic,2016,20.68,1995.0,1995.0,188.0,15.5,10,22.142857142857142
476,2019 Kia Seltos GTX Plus DCT,2019,Comprehensive,Petrol,5,85540,First Owner,Automatic,2019,16.5,1353.0,1353.0,13808.0,13.86,7,16.202945990180034
478,2019 Maruti Baleno Alpha,2019,Comprehensive,Petrol,5,50170,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,6.87,7,13.693442296192943
479,2020 BMW X7 xDrive30d DPE Signature,2020,Comprehensive,Diesel,7,44000,First Owner,Automatic,2020,13.38,2993.0,2993.0,26150.0,98.5,6,223.86363636363637
480,2022 Mercedes-Benz C-Class Progressive C 220d,2022,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,12.6,1950.0,1950.0,194.0,56.75,4,1418.75
481,2015 Maruti Wagon R VXi BSII,2015,Comprehensive,Petrol,5,37163,Second Owner,Manual,2015,998.0,671.0,671.0,90.0,3.18,11,8.556897989936227
482,2022 MG Hector Sharp CVT,2022,Third Party insurance,Petrol,5,21003,First Owner,Automatic,2022,1451.0,141.0,141.0,250.0,18.75,4,89.27296100557064
483,2018 BMW X3 xDrive 20d Luxury Line,2018,Comprehensive,Diesel,5,49000,First Owner,Automatic,2018,16.55,1995.0,1995.0,1877.0,39.0,8,79.59183673469387
484,2011 Maruti A-Star AT VXI,2011,Comprehensive,Petrol,5,89057,Second Owner,Automatic,2011,16.98,998.0,998.0,661.0,2.26,15,2.5377005737898197
485,2021 Mercedes-Benz C-Class Progressive C 200,2021,Comprehensive,Petrol,5,12000,First Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,44.5,5,370.8333333333333
486,2022 Maruti Vitara Brezza VXI AT,2022,Comprehensive,Petrol,5,11000,First Owner,Automatic,2022,18.76,1462.0,1462.0,10326.0,9.99,4,90.81818181818181
487,2022 Mercedes-Benz GLS 400d 4MATIC,2022,Comprehensive,Diesel,7,19000,Second Owner,Automatic,2022,2925.0,3258640000000.0,3258640000000.0,700.0,1.15,4,6.052631578947367
488,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,74846,Second Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.1,12,4.141837907169387
489,2022 Toyota Glanza S,2022,Comprehensive,Petrol,5,4500,First Owner,Manual,2022,22.35,1197.0,1197.0,8850.0,7.55,4,167.77777777777777
490,2012 Hyundai i20 Magna,2012,Comprehensive,Petrol,5,97722,Third Owner,Manual,2012,18.5,1197.0,1197.0,805200.0,2.27,14,2.3229160270972757
491,2023 Jeep Wrangler Rubicon,2023,Third Party insurance,Petrol,5,9000,First Owner,Automatic,2023,12.1,1998.0,1998.0,26530.0,70.0,3,777.7777777777778
492,2020 Mercedes-Benz AMG GLE 53 Coupe,2020,Third Party,Petrol,5,19000,First Owner,Automatic,2020,8.9,2999.0,2999.0,435.0,78.99,6,415.7368421052631
493,2015 Honda City i VTEC CVT VX,2015,Comprehensive,Petrol,5,79683,First Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.35,11,7.9690774694727855
494,2022 Maruti Swift Dzire VXI AT,2022,Comprehensive,Petrol,5,26000,First Owner,Automatic,2022,22.61,1197.0,1197.0,8850.0,7.95,4,30.576923076923077
495,2016 BMW X1 sDrive 20d xLine,2016,Third Party insurance,Diesel,5,70000,Second Owner,Automatic,2016,20.68,1995.0,1995.0,188.0,15.5,10,22.142857142857142
496,2019 Kia Seltos GTX Plus DCT,2019,Comprehensive,Petrol,5,85540,First Owner,Automatic,2019,16.5,1353.0,1353.0,13808.0,13.86,7,16.202945990180034
498,2019 Maruti Baleno Alpha,2019,Comprehensive,Petrol,5,50170,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,6.87,7,13.693442296192943
499,2020 BMW X7 xDrive30d DPE Signature,2020,Comprehensive,Diesel,7,44000,First Owner,Automatic,2020,13.38,2993.0,2993.0,26150.0,98.5,6,223.86363636363637
500,2022 Mercedes-Benz C-Class Progressive C 220d,2022,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,12.6,1950.0,1950.0,194.0,56.75,4,1418.75
501,2015 Maruti Wagon R VXi BSII,2015,Comprehensive,Petrol,5,37163,Second Owner,Manual,2015,998.0,671.0,671.0,90.0,3.18,11,8.556897989936227
502,2022 MG Hector Sharp CVT,2022,Third Party insurance,Petrol,5,21003,First Owner,Automatic,2022,1451.0,141.0,141.0,250.0,18.75,4,89.27296100557064
503,2018 BMW X3 xDrive 20d Luxury Line,2018,Comprehensive,Diesel,5,49000,First Owner,Automatic,2018,16.55,1995.0,1995.0,1877.0,39.0,8,79.59183673469387
504,2011 Maruti A-Star AT VXI,2011,Comprehensive,Petrol,5,89057,Second Owner,Automatic,2011,16.98,998.0,998.0,661.0,2.26,15,2.5377005737898197
505,2021 Mercedes-Benz C-Class Progressive C 200,2021,Comprehensive,Petrol,5,12000,First Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,44.5,5,370.8333333333333
506,2022 Maruti Vitara Brezza VXI AT,2022,Comprehensive,Petrol,5,11000,First Owner,Automatic,2022,18.76,1462.0,1462.0,10326.0,9.99,4,90.81818181818181
507,2016 Honda City i VTEC VX Option BL,2016,Comprehensive,Petrol,5,72692,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.85,10,9.42332031035052
508,2016 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,2016,Comprehensive,Petrol,5,47463,Second Owner,Automatic,2016,15.63,1499.0,1499.0,1104.0,6.33,10,13.336704380254092
509,2022 Mercedes-Benz GLC 200,2022,Zero Dep,Petrol,5,7651,First Owner,Automatic,2022,12.74,1991.0,1991.0,197.0,61.0,4,797.281401124036
510,2014 Honda City i VTEC VX,2014,Comprehensive,Petrol,5,69348,First Owner,Manual,2014,17.8,1497.0,1497.0,1173.0,6.19,12,8.92599642383342
511,2016 Jaguar XJ 3.0L Portfolio,2016,Comprehensive,Diesel,5,40000,First Owner,Automatic,2016,14.47,2993.0,2993.0,30173.0,32.5,10,81.25
512,2020 Land Rover Range Rover Velar P250 R-Dynamic SE,2020,Comprehensive,Petrol,5,18000,First Owner,Automatic,2020,15.8,1997.0,1997.0,247.0,80.0,6,444.44444444444446
513,2011 Toyota Etios G,2011,Comprehensive,Petrol,5,51710,First Owner,Manual,2011,,,,,2.48,15,4.795977567201702
515,2016 Mercedes-Benz GLS 350d 4MATIC,2016,Comprehensive,Diesel,7,84000,First Owner,Automatic,2016,11.0,2987.0,2987.0,258.0,46.21,10,55.01190476190476
516,2013 Maruti Wagon R VXi BSII,2013,Comprehensive,Petrol,5,62411,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.9,13,4.6466167822979925
517,2022 Maruti Brezza Zxi Plus BSVI,2022,Third Party insurance,Petrol,5,22711,First Owner,Manual,2022,19.89,1462.0,1462.0,10165.0,11.35,4,49.97578266038484
518,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,90576,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.37,12,3.7206323971029853
519,2018 Mercedes-Benz E-Class E 350d,2018,Comprehensive,Diesel,5,44000,First Owner,Automatic,2018,17.0,2987.0,2987.0,2548.0,44.0,8,100.0
520,2017 Maruti Swift LXI Option,2017,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,1197.0,8180.0,8180.0,113.0,4.25,9,8.673469387755102
521,2019 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,5,40678,First Owner,Manual,2019,18.27,998.0,998.0,11835.0,9.24,6,22.714981070849106
522,2012 Maruti Wagon R LX BS IV,2012,Comprehensive,Petrol,5,32000,First Owner,Manual,2012,998.0,6704.0,6704.0,90.0,2.2,14,6.875000000000001
523,2020 Maruti Ertiga ZXI Plus,2020,Comprehensive,Petrol,7,27500,First Owner,Manual,2020,19.01,1462.0,1462.0,10326.0,10.5,6,38.18181818181818
524,2018 Hyundai i20 Sportz 1.2,2018,Comprehensive,Petrol,5,92539,First Owner,Manual,2018,18.6,1197.0,1197.0,8183.0,5.28,8,5.705702460584186
525,2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,2021,Comprehensive,Petrol,5,21000,First Owner,Automatic,2021,15.3,1998.0,1998.0,25479.0,48.0,5,228.57142857142858
526,2020 Maruti Baleno 1.2 Zeta,2020,Comprehensive,Petrol,5,6000,First Owner,Manual,2020,21.4,1197.0,1197.0,831.0,6.95,6,115.83333333333333
527,2016 Honda City i VTEC VX Option BL,2016,Comprehensive,Petrol,5,72692,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.85,10,9.42332031035052
528,2016 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,2016,Comprehensive,Petrol,5,47463,Second Owner,Automatic,2016,15.63,1499.0,1499.0,1104.0,6.33,10,13.336704380254092
529,2022 Mercedes-Benz GLC 200,2022,Zero Dep,Petrol,5,7651,First Owner,Automatic,2022,12.74,1991.0,1991.0,197.0,61.0,4,797.281401124036
530,2014 Honda City i VTEC VX,2014,Comprehensive,Petrol,5,69348,First Owner,Manual,2014,17.8,1497.0,1497.0,1173.0,6.19,12,8.92599642383342
531,2016 Jaguar XJ 3.0L Portfolio,2016,Comprehensive,Diesel,5,40000,First Owner,Automatic,2016,14.47,2993.0,2993.0,30173.0,32.5,10,81.25
532,2020 Land Rover Range Rover Velar P250 R-Dynamic SE,2020,Comprehensive,Petrol,5,18000,First Owner,Automatic,2020,15.8,1997.0,1997.0,247.0,80.0,6,444.44444444444446
533,2011 Toyota Etios G,2011,Comprehensive,Petrol,5,51710,First Owner,Manual,2011,,,,,2.48,15,4.795977567201702
535,2016 Mercedes-Benz GLS 350d 4MATIC,2016,Comprehensive,Diesel,7,84000,First Owner,Automatic,2016,11.0,2987.0,2987.0,258.0,46.21,10,55.01190476190476
536,2013 Maruti Wagon R VXi BSII,2013,Comprehensive,Petrol,5,62411,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.9,13,4.6466167822979925
537,2022 Maruti Brezza Zxi Plus BSVI,2022,Third Party insurance,Petrol,5,22711,First Owner,Manual,2022,19.89,1462.0,1462.0,10165.0,11.35,4,49.97578266038484
538,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,90576,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.37,12,3.7206323971029853
539,2018 Mercedes-Benz E-Class E 350d,2018,Comprehensive,Diesel,5,44000,First Owner,Automatic,2018,17.0,2987.0,2987.0,2548.0,44.0,8,100.0
540,2017 Maruti Swift LXI Option,2017,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,1197.0,8180.0,8180.0,113.0,4.25,9,8.673469387755102
541,2019 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,5,40678,First Owner,Manual,2019,18.27,998.0,998.0,11835.0,9.24,6,22.714981070849106
542,2012 Maruti Wagon R LX BS IV,2012,Comprehensive,Petrol,5,32000,First Owner,Manual,2012,998.0,6704.0,6704.0,90.0,2.2,14,6.875000000000001
543,2020 Maruti Ertiga ZXI Plus,2020,Comprehensive,Petrol,7,27500,First Owner,Manual,2020,19.01,1462.0,1462.0,10326.0,10.5,6,38.18181818181818
544,2018 Hyundai i20 Sportz 1.2,2018,Comprehensive,Petrol,5,92539,First Owner,Manual,2018,18.6,1197.0,1197.0,8183.0,5.28,8,5.705702460584186
545,2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,2021,Comprehensive,Petrol,5,21000,First Owner,Automatic,2021,15.3,1998.0,1998.0,25479.0,48.0,5,228.57142857142858
546,2020 Maruti Baleno 1.2 Zeta,2020,Comprehensive,Petrol,5,6000,First Owner,Manual,2020,21.4,1197.0,1197.0,831.0,6.95,6,115.83333333333333
547,2022 Mahindra XUV700 AX7 AT Luxury Pack,2022,Comprehensive,Petrol,7,5000,First Owner,Automatic,2022,1999.0,19713.0,19713.0,380.0,26.5,4,530.0
548,2019 Tata Tiago XZ Plus,2019,Comprehensive,Petrol,5,16570,First Owner,Manual,2019,23.84,1199.0,1199.0,8383.0,5.23,7,31.563065781532895
549,2022 Maruti Wagon R VXI,2022,Comprehensive,Petrol,5,11000,First Owner,Manual,2022,21.79,998.0,998.0,6705.0,5.75,4,52.27272727272727
550,2017 Honda WR-V i-VTEC VX,2017,Comprehensive,Petrol,5,39791,First Owner,Manual,2017,17.5,1199.0,1199.0,887.0,6.92,9,17.39086728154608
551,2017 Mahindra XUV500 W8 2WD,2017,Comprehensive,Diesel,7,138000,First Owner,Manual,2017,16.0,2179.0,2179.0,140.0,6.95,9,5.036231884057971
552,2023 Mercedes-Benz G G 63 AMG,2023,Comprehensive,Petrol,5,3000,First Owner,Automatic,2023,8.13,3982.0,3982.0,57663.0,4.0,3,133.33333333333334
553,2012 Maruti Swift Dzire LXI,2012,Comprehensive,Petrol,5,94176,First Owner,Manual,2012,1197.0,8850.0,8850.0,113.0,2.67,14,2.835117227319062
554,2023 Porsche Cayenne 3.6 S Platinum Edition,2023,Comprehensive,Petrol,5,11000,First Owner,Automatic,2023,12.5,3604.0,3604.0,420.0,1.47,3,13.363636363636363
555,2019 Kia Seltos GTK,2019,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,16.1,1353.0,1353.0,138.0,13.25,7,44.166666666666664
556,2021 Volkswagen Taigun 1.5 TSI GT BSVI,2022,Comprehensive,Petrol,5,49594,First Owner,Manual,2021,18.47,1498.0,1498.0,14751.0,13.37,4,26.95890631931282
557,2012 Volkswagen Polo Petrol Comfortline 1.2L,2012,Comprehensive,Petrol,5,60000,First Owner,Manual,2012,16.47,1198.0,1198.0,739.0,2.7,14,4.5
558,2015 Honda Brio S MT,2016,Comprehensive,Petrol,5,76441,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.26,10,4.2647270443871745
559,2014 Mercedes-Benz M-Class ML 350 CDI,2014,Third Party insurance,Diesel,5,75000,Second Owner,Automatic,2014,11.74,2987.0,2987.0,2548.0,17.75,12,23.666666666666668
560,2017 Maruti Wagon R VXI AMT,2017,Comprehensive,Petrol,5,53000,First Owner,Automatic,2017,21.79,998.0,998.0,6705.0,3.95,9,7.452830188679245
561,2017 Hyundai Creta 1.6 Gamma SX Plus,2017,Comprehensive,Petrol,5,56572,First Owner,Manual,2017,15.29,1591.0,1591.0,1213.0,9.31,9,16.456904475712367
562,2018 Maruti Baleno Alpha,2018,Comprehensive,Petrol,5,27210,First Owner,Manual,2018,21.01,1197.0,1197.0,8180.0,6.0,8,22.05071664829107
563,2017 Mercedes-Benz GLE 400 4MATIC,2017,Comprehensive,Petrol,5,56000,First Owner,Automatic,2017,9.7,2996.0,2996.0,32855.0,45.75,9,81.69642857142857
564,2014 Hyundai i20 Asta 1.2,2014,Comprehensive,Petrol,5,62677,First Owner,Manual,2014,18.6,1197.0,1197.0,8183.0,4.92,12,7.849769452909361
565,2023 Maruti Baleno Delta,2023,Comprehensive,Petrol,5,18000,First Owner,Manual,2023,22.35,1197.0,1197.0,8850.0,7.5,3,41.666666666666664
566,2019 BMW 5 Series 520d Luxury Line,2019,Comprehensive,Diesel,5,35000,First Owner,Automatic,2019,20.37,1995.0,1995.0,18774.0,45.0,7,128.57142857142858
567,2022 Mahindra XUV700 AX7 AT Luxury Pack,2022,Comprehensive,Petrol,7,5000,First Owner,Automatic,2022,1999.0,19713.0,19713.0,380.0,26.5,4,530.0
568,2019 Tata Tiago XZ Plus,2019,Comprehensive,Petrol,5,16570,First Owner,Manual,2019,23.84,1199.0,1199.0,8383.0,5.23,7,31.563065781532895
569,2022 Maruti Wagon R VXI,2022,Comprehensive,Petrol,5,11000,First Owner,Manual,2022,21.79,998.0,998.0,6705.0,5.75,4,52.27272727272727
570,2017 Honda WR-V i-VTEC VX,2017,Comprehensive,Petrol,5,39791,First Owner,Manual,2017,17.5,1199.0,1199.0,887.0,6.92,9,17.39086728154608
571,2017 Mahindra XUV500 W8 2WD,2017,Comprehensive,Diesel,7,138000,First Owner,Manual,2017,16.0,2179.0,2179.0,140.0,6.95,9,5.036231884057971
572,2023 Mercedes-Benz G G 63 AMG,2023,Comprehensive,Petrol,5,3000,First Owner,Automatic,2023,8.13,3982.0,3982.0,57663.0,4.0,3,133.33333333333334
573,2012 Maruti Swift Dzire LXI,2012,Comprehensive,Petrol,5,94176,First Owner,Manual,2012,1197.0,8850.0,8850.0,113.0,2.67,14,2.835117227319062
574,2023 Porsche Cayenne 3.6 S Platinum Edition,2023,Comprehensive,Petrol,5,11000,First Owner,Automatic,2023,12.5,3604.0,3604.0,420.0,1.47,3,13.363636363636363
575,2019 Kia Seltos GTK,2019,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,16.1,1353.0,1353.0,138.0,13.25,7,44.166666666666664
576,2021 Volkswagen Taigun 1.5 TSI GT BSVI,2022,Comprehensive,Petrol,5,49594,First Owner,Manual,2021,18.47,1498.0,1498.0,14751.0,13.37,4,26.95890631931282
577,2012 Volkswagen Polo Petrol Comfortline 1.2L,2012,Comprehensive,Petrol,5,60000,First Owner,Manual,2012,16.47,1198.0,1198.0,739.0,2.7,14,4.5
578,2015 Honda Brio S MT,2016,Comprehensive,Petrol,5,76441,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.26,10,4.2647270443871745
579,2014 Mercedes-Benz M-Class ML 350 CDI,2014,Third Party insurance,Diesel,5,75000,Second Owner,Automatic,2014,11.74,2987.0,2987.0,2548.0,17.75,12,23.666666666666668
580,2017 Maruti Wagon R VXI AMT,2017,Comprehensive,Petrol,5,53000,First Owner,Automatic,2017,21.79,998.0,998.0,6705.0,3.95,9,7.452830188679245
581,2017 Hyundai Creta 1.6 Gamma SX Plus,2017,Comprehensive,Petrol,5,56572,First Owner,Manual,2017,15.29,1591.0,1591.0,1213.0,9.31,9,16.456904475712367
582,2018 Maruti Baleno Alpha,2018,Comprehensive,Petrol,5,27210,First Owner,Manual,2018,21.01,1197.0,1197.0,8180.0,6.0,8,22.05071664829107
583,2017 Mercedes-Benz GLE 400 4MATIC,2017,Comprehensive,Petrol,5,56000,First Owner,Automatic,2017,9.7,2996.0,2996.0,32855.0,45.75,9,81.69642857142857
584,2014 Hyundai i20 Asta 1.2,2014,Comprehensive,Petrol,5,62677,First Owner,Manual,2014,18.6,1197.0,1197.0,8183.0,4.92,12,7.849769452909361
585,2023 Maruti Baleno Delta,2023,Comprehensive,Petrol,5,18000,First Owner,Manual,2023,22.35,1197.0,1197.0,8850.0,7.5,3,41.666666666666664
586,2019 BMW 5 Series 520d Luxury Line,2019,Comprehensive,Diesel,5,35000,First Owner,Automatic,2019,20.37,1995.0,1995.0,18774.0,45.0,7,128.57142857142858
587,2019 BMW X5 xDrive 30d xLine,2019,Comprehensive,Diesel,5,38000,Second Owner,Automatic,2019,13.38,2993.0,2993.0,26150.0,46.21,7,121.60526315789474
588,2018 Renault Captur 1.5 Diesel RXE,2018,Comprehensive,Diesel,5,109495,First Owner,Manual,2018,20.37,1461.0,1461.0,10849.0,6.53,8,5.963742636650076
589,2011 Toyota Etios G,2011,Comprehensive,Petrol,5,54214,First Owner,Manual,2011,,,,,2.55,15,4.70358210056443
590,2015 Audi A4 2.0 TDI Premium Plus,2015,Third Party insurance,Diesel,5,43600,Second Owner,Automatic,2015,17.11,1968.0,1968.0,17433.0,11.9,11,27.293577981651374
591,2020 Mercedes-Benz C-Class Progressive C 220d,2020,Comprehensive,Diesel,5,30000,First Owner,Automatic,2020,12.6,1950.0,1950.0,194.0,37.5,6,125.0
592,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,2018,Comprehensive,Diesel,5,45240,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,7.34,8,16.224580017683465
593,2018 Datsun RediGO 1.0 T Option,2018,Comprehensive,Petrol,5,3600,First Owner,Manual,2018,22.5,999.0,999.0,67.0,3.45,8,95.83333333333333
