Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),car_age,price_per_km
1156,2016 Maruti Ciaz ZXi,2017,Comprehensive,Petrol,5,76792,First Owner,Manual,2016,20.73,1373.0,1373.0,911.0,6.37,1,0.30728412928123494
1157,2014 Honda Brio S MT,2014,Comprehensive,Petrol,5,34445,First Owner,Manual,2014,19.4,1198.0,1198.0,868.0,4.24,0,0.21855670103092786
1158,2012 Hyundai i10 Magna 1.1 iTech SE,2012,Comprehensive,Petrol,5,64000,First Owner,Manual,2012,1086.0,6805.0,6805.0,9904.0,3.2,0,0.002946593001841621
1159,2016 Maruti Swift Dzire VXI,2016,Third Party,Petrol,5,109405,First Owner,Manual,2016,22.41,1197.0,1197.0,8850.0,5.2,0,0.23203926818384651
1160,2015 Honda Jazz 1.2 VX i VTEC,2015,Comprehensive,Petrol,5,118146,First Owner,Manual,2015,18.7,1199.0,1199.0,887.0,4.61,0,0.24652406417112302
1161,2022 Tata Punch Creative AMT BSVI,2022,Comprehensive,Petrol,5,9000,First Owner,Automatic,2022,18.8,1199.0,1199.0,8663.0,8.75,0,0.4654255319148936
1162,2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,2017,Zero Dep,Petrol,5,41339,Second Owner,Automatic,2017,18.9,1197.0,1197.0,8186.0,5.87,0,0.3105820105820106
1163,2022 BMW 2 Series 220i M Sport BSVI,2022,Comprehensive,Petrol,5,22000,Second Owner,Automatic,2022,14.82,1998.0,1998.0,18908.0,33.5,0,2.260458839406208
1164,2017 Honda WR-V i-VTEC VX,2018,Comprehensive,Petrol,5,62607,First Owner,Manual,2017,17.5,1199.0,1199.0,887.0,7.21,1,0.412
1165,2020 Maruti Baleno Delta,2020,Zero Dep,Petrol,5,52794,First Owner,Manual,2020,21.01,1197.0,1197.0,8180.0,6.77,0,0.32222751070918604
1166,2022 Mercedes-Benz E-Class Exclusive E 200 BSVI,2022,Comprehensive,Petrol,5,10000,First Owner,Automatic,2022,15.0,1991.0,1991.0,19444.0,67.5,0,4.5
1167,2022 Renault Triber RXL BSVI,2022,Third Party,Petrol,7,33864,First Owner,Manual,2022,20.0,999.0,999.0,7101.0,5.86,0,0.29300000000000004
1168,2012 Hyundai Elantra CRDi SX AT,2012,Third Party insurance,Diesel,5,73000,Second Owner,Automatic,2012,19.5,1582.0,1582.0,12624.0,4.25,0,0.21794871794871795
1169,2017 Maruti Baleno Delta,2017,Third Party,Petrol,5,70000,First Owner,Manual,2017,21.01,1197.0,1197.0,8180.0,4.75,0,0.22608281770585434
1170,2017 Honda BR-V i-DTEC S MT,2017,Comprehensive,Diesel,7,67754,Second Owner,Manual,2017,21.9,1498.0,1498.0,986.0,6.15,0,0.2808219178082192
1172,2010 Nissan Micra XL,2010,Comprehensive,Petrol,5,69000,First Owner,Manual,2010,18.06,1198.0,1198.0,75.0,2.5,0,0.13842746400885936
1173,2018 Mahindra XUV500 W7 BSIV,2019,Third Party insurance,Diesel,7,78000,First Owner,Manual,2018,15.1,2179.0,2179.0,15287.0,10.25,1,0.6788079470198676
1175,2017 Maruti Ertiga SHVS VDI,2017,Third Party insurance,Diesel,7,83000,First Owner,Manual,2017,24.52,1248.0,1248.0,885.0,7.8,0,0.3181076672104405
1176,2020 Hyundai Grand i10 Nios AMT Sportz,2020,Comprehensive,Petrol,5,17778,First Owner,Automatic,2020,20.7,1197.0,1197.0,8186.0,7.04,0,0.34009661835748795
1177,2021 Hyundai Grand i10 Nios AMT Sportz,2021,Third Party,Petrol,5,16499,First Owner,Automatic,2021,20.7,1197.0,1197.0,8186.0,7.14,0,0.34492753623188405
1179,2016 Honda Jazz 1.2 V i VTEC,2016,Comprehensive,Petrol,5,33364,First Owner,Manual,2016,18.7,1199.0,1199.0,887.0,4.79,0,0.25614973262032087
1180,2016 Hyundai Grand i10 Sportz,2016,Comprehensive,Petrol,5,64784,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,4.26,0,0.2253968253968254
1181,2014 Mercedes-Benz E-Class E 200 CGI,2014,Comprehensive,Petrol,5,59000,First Owner,Automatic,2014,12.0,1991.0,1991.0,184.0,19.9,0,1.6583333333333332
1182,2014 Hyundai i10 Magna 1.1L,2014,Third Party,Petrol,5,29584,First Owner,Manual,2014,1086.0,6805.0,6805.0,9904.0,3.7,0,0.003406998158379374
1184,2011 Honda City 1.5 S MT,2011,Third Party,Petrol,5,87217,First Owner,Manual,2011,17.0,1497.0,1497.0,1186600.0,3.73,0,0.21941176470588236
1185,2017 Tata Tiago 1.2 Revotron XT,2018,Third Party,Petrol,5,77482,Second Owner,Manual,2017,23.84,1199.0,1199.0,84.0,3.99,1,0.16736577181208054
1186,2018 Honda Jazz 1.2 V AT i VTEC,2018,Comprehensive,Petrol,5,60000,First Owner,Automatic,2018,19.0,1199.0,1199.0,887.0,6.25,0,0.32894736842105265
1187,2020 Tata Tiago XZ,2020,Third Party insurance,Petrol,5,34312,First Owner,Manual,2020,20.09,1199.0,1199.0,8482.0,5.57,0,0.2772523643603783
1188,2021 Tata Tiago XZA Plus AMT BSVI,2021,Third Party,Petrol,5,53000,First Owner,Automatic,2021,19.0,1199.0,1199.0,8482.0,6.5,0,0.34210526315789475
1189,2017 Honda Amaze VX CVT i-VTEC,2017,Comprehensive,Petrol,5,45000,First Owner,Automatic,2017,18.1,1199.0,1199.0,887.0,5.75,0,0.3176795580110497
1190,2019 Honda Amaze VX i-VTEC,2019,Comprehensive,Petrol,5,23000,First Owner,Manual,2019,17.8,1198.0,1198.0,867.0,6.9,0,0.38764044943820225
1191,2015 Maruti Swift Dzire VXI 1.2,2015,Comprehensive,Petrol,5,80001,First Owner,Manual,2015,21.21,1197.0,1197.0,8180.0,4.9,0,0.23102310231023104
1192,2015 Maruti Swift Dzire VDI,2015,Comprehensive,Diesel,5,62000,First Owner,Manual,2015,28.4,1248.0,1248.0,7402.0,5.5,0,0.19366197183098594
1193,2020 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,2020,Third Party insurance,Petrol,5,57000,First Owner,Automatic,2020,14.8,1497.0,1497.0,12136.0,8.5,0,0.5743243243243243
1194,2015 Honda Brio S MT,2015,Comprehensive,Petrol,5,21000,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.9,0,0.20103092783505155
1195,2013 Maruti Swift VXI,2013,Third Party,Petrol,5,43415,First Owner,Manual,2013,22.38,1197.0,1197.0,8850.0,4.08,0,0.18230563002680966
1196,2017 Hyundai i20 Asta Option 1.4 CRDi,2017,Third Party,Diesel,5,24412,First Owner,Manual,2017,22.54,1396.0,1396.0,8873.0,7.58,0,0.3362910381543922
1197,2021 Kia Carnival Premium,2021,Zero Dep,Diesel,7,45000,First Owner,Automatic,2021,14.11,2199.0,2199.0,1972.0,25.9,0,1.83557760453579
1198,2015 Hyundai Grand i10 Magna,2015,Third Party,Petrol,5,24020,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.8,0,0.0040100250626566416
1199,2018 Maruti Swift Dzire VXI 1.2,2018,Third Party insurance,Petrol,5,70251,Second Owner,Manual,2018,21.21,1197.0,1197.0,8180.0,5.33,0,0.2512965582272513
1200,2018 Honda City VX CVT,2018,Comprehensive,Petrol,5,44000,First Owner,Automatic,2018,18.4,1498.0,1498.0,11935.0,9.9,0,0.5380434782608696
1201,2021 Maruti Alto 800 LXI S-CNG,2021,Comprehensive,CNG,4,86212,First Owner,Manual,2021,796.0,4036.0,4036.0,60.0,4.2,0,0.005276381909547739
1202,2018 Hyundai Verna VTVT 1.6 AT SX Option,2018,Third Party insurance,Petrol,5,64000,First Owner,Automatic,2018,17.0,1591.0,1591.0,1213.0,9.5,0,0.5588235294117647
1203,2015 Hyundai Grand i10 Magna,2015,Third Party insurance,Petrol,5,39458,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.65,0,0.003884711779448622
1204,2012 Maruti Swift VDI,2013,Third Party insurance,Diesel,5,70598,First Owner,Manual,2012,22.9,1248.0,1248.0,74.0,3.56,1,0.1554585152838428
1205,2017 Honda Amaze S Option i-VTEC,2017,Comprehensive,Petrol,5,94000,First Owner,Manual,2017,17.8,1198.0,1198.0,867.0,4.75,0,0.26685393258426965
1206,2016 Hyundai Grand i10 Magna,2016,Third Party insurance,Petrol,5,48325,First Owner,Manual,2016,1197.0,82.0,82.0,114.0,4.3,0,0.003592314118629908
1207,2016 Toyota Corolla Altis VL AT,2016,Comprehensive,Petrol,5,66000,Second Owner,Automatic,2016,14.28,1798.0,1798.0,13803.0,6.5,0,0.45518207282913165
1208,2015 Honda City i DTEC V,2015,Comprehensive,Diesel,5,86001,First Owner,Manual,2015,26.0,1498.0,1498.0,986.0,5.75,0,0.22115384615384615
1209,2014 Toyota Corolla Altis G AT,2014,Comprehensive,Petrol,5,62000,First Owner,Automatic,2014,14.28,1798.0,1798.0,13803.0,6.9,0,0.48319327731092443
1210,2016 Hyundai Verna 1.4 VTVT,2016,Comprehensive,Petrol,5,50000,First Owner,Manual,2016,17.43,1396.0,1396.0,1055.0,6.25,0,0.35857716580608145
1211,2016 Hyundai Creta 1.6 SX Diesel,2016,Comprehensive,Diesel,5,79000,First Owner,Manual,2016,20.5,1582.0,1582.0,1262.0,9.25,0,0.45121951219512196
1212,2017 Maruti Swift Dzire AMT ZDI Plus,2017,Comprehensive,Diesel,5,74002,First Owner,Automatic,2017,28.4,1248.0,1248.0,7402.0,6.75,0,0.23767605633802819
1213,2014 Mercedes-Benz S-Class S 500 L,2014,Comprehensive,Petrol,5,74000,First Owner,Automatic,2014,7.81,5461.0,5461.0,3629.0,52.9,0,6.77336747759283
1214,2015 Hyundai Verna 1.6 CRDi S Option,2015,Third Party,Diesel,5,65000,Second Owner,Manual,2015,23.9,1582.0,1582.0,12632.0,5.9,0,0.2468619246861925
1215,2021 Hyundai i20 Asta Opt BSVI,2021,Comprehensive,Petrol,5,39718,Second Owner,Manual,2021,21.0,1197.0,1197.0,8180.0,7.58,0,0.36095238095238097
1216,2016 Hyundai Grand i10 Magna,2017,Third Party,Petrol,5,67529,First Owner,Manual,2016,1197.0,82.0,82.0,114.0,4.5,1,0.0037593984962406013
1218,2017 Maruti Baleno 1.2 Delta,2017,Third Party insurance,Petrol,5,88281,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.01,0,0.23411214953271028
1219,2016 Hyundai Grand i10 Magna,2016,Third Party,Petrol,5,64160,Second Owner,Manual,2016,1197.0,82.0,82.0,114.0,4.12,0,0.0034419381787802843
1220,2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,2018,Comprehensive,Diesel,5,88000,First Owner,Automatic,2018,16.38,1995.0,1995.0,18246.0,15.5,0,0.9462759462759464
1221,2017 Maruti Swift VXI,2017,Zero Dep,Petrol,5,77253,First Owner,Manual,2017,22.38,1197.0,1197.0,8850.0,4.91,0,0.21939231456657732
1222,2013 Audi A4 2.0 TDI,2013,Comprehensive,Diesel,5,72000,First Owner,Automatic,2013,16.55,1968.0,1968.0,14751.0,11.9,0,0.7190332326283988
1223,2012 Honda City S,2012,Comprehensive,Petrol,5,102614,First Owner,Manual,2012,16.8,1497.0,1497.0,1164.0,4.01,0,0.23869047619047618
1224,2017 Honda City i VTEC SV,2017,Comprehensive,Petrol,5,78911,Second Owner,Manual,2017,17.8,1497.0,1497.0,1173.0,6.37,0,0.3578651685393258
1225,2015 BMW X5 xDrive 30d,2015,Comprehensive,Diesel,5,99000,First Owner,Automatic,2015,15.3,2993.0,2993.0,258.0,28.9,0,1.8888888888888886
1226,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Third Party,Petrol,5,47975,Second Owner,Manual,2017,18.9,1197.0,1197.0,8186.0,4.96,0,0.26243386243386246
1227,2018 Mercedes-Benz C-Class C 220d Avantgarde Edition C,2018,Comprehensive,Diesel,5,56000,First Owner,Automatic,2018,19.27,2143.0,2143.0,16762.0,29.5,0,1.5308770108977685
1229,2015 Mercedes-Benz M-Class ML 250 CDI,2015,Comprehensive,Diesel,5,78000,First Owner,Automatic,2015,15.26,2143.0,2143.0,2032.0,23.9,0,1.566186107470511
1230,2015 BMW X6 xDrive 40d M Sport,2015,Comprehensive,Diesel,5,75000,Second Owner,Automatic,2015,15.87,2993.0,2993.0,30843.0,32.9,0,2.0730938878386893
1231,2020 Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,2020,Comprehensive,Diesel,5,44000,First Owner,Automatic,2020,1999.0,2454.0,2454.0,430.0,53.5,0,0.026763381690845422
1232,2019 Maruti Celerio ZXI AMT BSIV,2019,Comprehensive,Petrol,5,42000,First Owner,Automatic,2019,23.1,998.0,998.0,6704.0,4.5,0,0.1948051948051948
1235,2015 Hyundai Grand i10 Magna,2015,Third Party insurance,Petrol,5,64657,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.02,0,0.003358395989974937
1236,2018 Honda Jazz 1.2 V AT i VTEC,2018,Comprehensive,Petrol,5,100657,First Owner,Automatic,2018,19.0,1199.0,1199.0,887.0,5.67,0,0.2984210526315789
1237,2018 Hyundai Creta 1.6 VTVT AT SX Plus,2018,Comprehensive,Petrol,5,32000,First Owner,Automatic,2018,13.0,1591.0,1591.0,1213.0,10.9,0,0.8384615384615385
1238,2012 Honda Brio S MT,2012,Third Party,Petrol,5,50570,First Owner,Manual,2012,19.4,1198.0,1198.0,868.0,2.8,0,0.1443298969072165
1239,2016 Hyundai Grand i10 Asta,2016,Third Party,Petrol,5,42392,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,5.13,0,0.27142857142857146
1240,2014 Ford Ecosport 1.5 DV5 MT Titanium,2014,Third Party insurance,Diesel,5,78000,Second Owner,Manual,2014,22.7,1498.0,1498.0,8984.0,3.75,0,0.16519823788546256
1241,2015 Hyundai Grand i10 Magna,2016,Third Party,Petrol,5,62155,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.19,1,0.003500417710944027
1243,2016 Hyundai i20 Asta Option 1.4 CRDi,2016,Comprehensive,Diesel,5,94822,Third Owner,Manual,2016,22.54,1396.0,1396.0,8873.0,5.43,0,0.240905057675244
1244,2016 Hyundai EON Era Plus,2016,Third Party insurance,Petrol,5,59422,First Owner,Manual,2016,814.0,552.0,552.0,745.0,2.91,0,0.003574938574938575
1245,2020 Kia Seltos HTX IVT,2020,Comprehensive,Petrol,5,82000,First Owner,Automatic,2020,1497.0,11343.0,11343.0,144.0,13.9,0,0.009285237140948564
1246,2017 Hyundai Verna VTVT 1.6 AT SX Option,2018,Third Party,Petrol,5,70727,Second Owner,Automatic,2017,17.0,1591.0,1591.0,1213.0,9.12,1,0.536470588235294
1247,2020 Kia Seltos HTX IVT,2020,Comprehensive,Petrol,5,79000,First Owner,Automatic,2020,1497.0,11343.0,11343.0,144.0,12.9,0,0.008617234468937876
1251,2016 Mahindra TUV 300 T8 AMT,2016,Comprehensive,Diesel,7,70000,First Owner,Automatic,2016,18.49,1493.0,1493.0,100.0,6.15,0,0.3326122228231477
1252,2017 BMW X1 sDrive20d Expedition,2017,Comprehensive,Diesel,5,61000,First Owner,Automatic,2017,20.68,1995.0,1995.0,188.0,19.75,0,0.9550290135396519
1253,2014 Honda Amaze EX i-Vtech,2014,Comprehensive,Petrol,5,92000,First Owner,Manual,2014,18.0,1198.0,1198.0,867.0,3.6,0,0.2
1254,2016 Honda BR-V i-VTEC S MT,2016,Third Party insurance,Petrol,7,58857,First Owner,Manual,2016,15.4,1497.0,1497.0,1173.0,6.5,0,0.42207792207792205
1255,2016 Maruti Wagon R VXI BS IV,2016,Comprehensive,Petrol,5,68237,First Owner,Manual,2016,20.51,998.0,998.0,6704.0,3.89,0,0.18966357874207704
1256,2021 Maruti Baleno Zeta,2021,Zero Dep,Petrol,5,31237,First Owner,Manual,2021,21.01,1197.0,1197.0,8180.0,7.27,0,0.3460257020466444
1257,2017 Hyundai Xcent 1.2 VTVT E Plus,2017,Third Party insurance,Petrol,5,45000,First Owner,Manual,2017,20.14,1197.0,1197.0,8186.0,4.95,0,0.2457795431976167
1258,2012 Maruti Swift VDI,2012,Third Party,Diesel,5,93027,First Owner,Manual,2012,22.9,1248.0,1248.0,74.0,3.71,0,0.16200873362445414
1259,2014 Maruti Swift Dzire VDI,2014,Third Party,Diesel,5,122688,Second Owner,Manual,2014,23.4,1248.0,1248.0,74.0,4.22,0,0.18034188034188034
1260,2020 Honda Amaze S i-DTEC,2020,Comprehensive,Diesel,5,53000,First Owner,Manual,2020,25.8,1498.0,1498.0,986.0,6.75,0,0.26162790697674415
1261,2019 Maruti Celerio X ZXI,2019,Zero Dep,Petrol,5,60464,First Owner,Manual,2019,21.63,998.0,998.0,6705.0,4.6,0,0.212667591308368
1263,2014 Honda City i VTEC SV,2014,Third Party,Petrol,5,40171,First Owner,Manual,2014,17.4,1497.0,1497.0,1173.0,5.17,0,0.2971264367816092
1264,2018 Honda Amaze S i-VTEC,2019,Third Party,Petrol,5,122223,First Owner,Manual,2018,17.8,1198.0,1198.0,867.0,5.8,1,0.32584269662921345
1265,2010 Hyundai i10 Magna 1.1,2010,Third Party insurance,Petrol,5,44000,First Owner,Manual,2010,1086.0,6805.0,6805.0,9904.0,2.4,0,0.002209944751381215
1266,2015 Hyundai Grand i10 AT Asta,2015,Third Party,Petrol,5,77299,Second Owner,Automatic,2015,18.9,1197.0,1197.0,82.0,4.79,0,0.25343915343915346
1267,2019 Tata Harrier XT Plus,2019,Comprehensive,Diesel,5,39000,First Owner,Manual,2019,16.35,1956.0,1956.0,16767.0,13.95,0,0.8532110091743118
1269,2022 MG Astor Sharp EX BSVI,2022,Zero Dep,Petrol,5,29000,First Owner,Manual,2022,15.43,1498.0,1498.0,10849.0,12.9,0,0.8360337005832794
1270,2017 Honda Jazz 1.2 S i VTEC,2017,Comprehensive,Petrol,5,60000,First Owner,Manual,2017,18.7,1199.0,1199.0,887.0,4.75,0,0.2540106951871658
1271,2017 Hyundai i20 1.4 Asta,2017,Comprehensive,Diesel,5,80000,First Owner,Manual,2017,22.54,1396.0,1396.0,8873.0,6.9,0,0.30612244897959184
1272,2015 Ford Ecosport 1.5 Diesel Titanium,2015,Comprehensive,Diesel,5,78000,First Owner,Manual,2015,21.7,1498.0,1498.0,9896.0,5.5,0,0.2534562211981567
1273,2016 Honda Amaze S Diesel,2016,Comprehensive,Diesel,5,58000,First Owner,Manual,2016,24.7,1498.0,1498.0,9789.0,5.5,0,0.22267206477732795
1274,2015 Hyundai Grand i10 CRDi Magna,2015,Third Party insurance,Diesel,5,67000,First Owner,Manual,2015,1120.0,70.0,70.0,160.0,4.25,0,0.003794642857142857
1275,2014 Maruti Swift LXI,2014,Comprehensive,Petrol,5,44019,Second Owner,Manual,2014,18.6,1197.0,1197.0,858.0,3.15,0,0.1693548387096774
1276,2021 Maruti Celerio ZXI Plus BSVI,2021,Comprehensive,Petrol,5,11962,First Owner,Manual,2021,24.97,998.0,998.0,6571.0,5.69,0,0.22787344813776533
1278,2020 Maruti Alto 800 VXI BSVI,2020,Comprehensive,Petrol,5,13066,First Owner,Manual,2020,22.05,796.0,796.0,4733.0,3.69,0,0.16734693877551018
1279,2016 Hyundai Grand i10 Sportz,2016,Comprehensive,Petrol,5,36015,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,3.61,0,0.191005291005291
1280,2021 Hyundai i20 Sportz IVT BSVI,2021,Third Party insurance,Petrol,5,14000,Second Owner,Automatic,2021,19.65,1197.0,1197.0,8676.0,6.99,0,0.35572519083969467
1281,2020 Maruti Wagon R CNG LXI,2020,Comprehensive,CNG,5,11880,First Owner,Manual,2020,998.0,5833.0,5833.0,78.0,4.74,0,0.004749498997995992
1282,2009 Hyundai i10 Era,2009,Comprehensive,Petrol,5,35000,Second Owner,Manual,2009,1086.0,6805.0,6805.0,9904.0,2.25,0,0.0020718232044198894
1283,2015 Maruti Ertiga LDI,2015,Comprehensive,Diesel,7,65018,First Owner,Manual,2015,1248.0,8850.0,8850.0,200.0,4.75,0,0.0038060897435897435
1284,2020 Maruti Alto 800 VXI BSVI,2020,Comprehensive,Petrol,5,28061,First Owner,Manual,2020,22.05,796.0,796.0,4733.0,3.43,0,0.15555555555555556
1285,2019 Renault Duster RXS Option CVT BSIV,2019,Third Party insurance,Petrol,5,40300,First Owner,Automatic,2019,13.9,1498.0,1498.0,105.0,6.5,0,0.4676258992805755
1286,2019 Maruti Alto K10 VXI,2019,Comprehensive,Petrol,5,58231,First Owner,Manual,2019,23.95,998.0,998.0,6705.0,3.32,0,0.13862212943632568
1288,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Third Party insurance,Petrol,5,13000,First Owner,Automatic,2021,20.28,998.0,998.0,11841.0,8.9,0,0.43885601577909267
1289,2020 Maruti Alto 800 VXI BSVI,2020,Comprehensive,Petrol,5,32997,First Owner,Manual,2020,22.05,796.0,796.0,4733.0,3.39,0,0.15374149659863945
1290,2015 Honda Jazz 1.2 VX i VTEC,2015,Comprehensive,Petrol,5,41203,First Owner,Manual,2015,18.7,1199.0,1199.0,887.0,3.99,0,0.21336898395721926
1292,2019 Ford Aspire Titanium Plus BSIV,2019,Comprehensive,Petrol,5,6818,First Owner,Manual,2019,19.4,1194.0,1194.0,9493.0,5.4,0,0.2783505154639176
1293,2016 Honda City i DTec SV,2016,Comprehensive,Diesel,5,44000,First Owner,Manual,2016,26.0,1498.0,1498.0,986.0,5.5,0,0.21153846153846154
1294,2019 Honda City i-DTEC ZX,2019,Third Party insurance,Diesel,5,29200,First Owner,Manual,2019,25.6,1498.0,1498.0,979.0,8.75,0,0.341796875
1295,2011 Hyundai i10 Magna 1.1L,2011,Comprehensive,Petrol,5,16016,First Owner,Manual,2011,1086.0,6805.0,6805.0,9904.0,1.85,0,0.001703499079189687
1296,2020 Maruti S-Presso VXI Plus 2019-2022,2020,Comprehensive,Petrol,5,26638,First Owner,Manual,2020,21.7,998.0,998.0,6571.0,4.19,0,0.19308755760368665
1297,2016 Honda City i DTec SV,2016,Comprehensive,Diesel,5,44000,First Owner,Manual,2016,26.0,1498.0,1498.0,986.0,5.5,0,0.21153846153846154
1298,2020 Maruti Wagon R CNG LXI,2020,Comprehensive,CNG,5,18930,First Owner,Manual,2020,998.0,5833.0,5833.0,78.0,4.79,0,0.004799599198396794
1299,2019 Porsche Cayenne Base,2019,Third Party insurance,Petrol,5,5700,First Owner,Automatic,2019,2995.0,340.0,340.0,450.0,1.05,0,0.0003505843071786311
1300,2019 Honda City i-DTEC ZX,2019,Third Party insurance,Diesel,5,29200,First Owner,Manual,2019,25.6,1498.0,1498.0,979.0,8.75,0,0.341796875
1301,2019 Maruti Wagon R CNG LXI,2019,Comprehensive,CNG,5,26580,First Owner,Manual,2019,998.0,5833.0,5833.0,78.0,4.49,0,0.0044989979959919844
1302,2018 Honda BR-V i-VTEC V MT,2018,Comprehensive,Petrol,7,35000,First Owner,Manual,2018,15.4,1497.0,1497.0,1173.0,7.45,0,0.4837662337662338
1303,2018 Audi Q3 30 TFSI Premium FWD,2018,Comprehensive,Petrol,5,32000,First Owner,Automatic,2018,16.9,1395.0,1395.0,14751.0,21.0,0,1.2426035502958581
1304,2019 Hyundai Creta 1.6 SX Automatic Diesel,2019,Comprehensive,Diesel,5,68499,First Owner,Automatic,2019,17.6,1582.0,1582.0,1262.0,10.83,0,0.615340909090909
1305,2018 Ford Ecosport 1.5 Diesel Titanium BSIV,2018,Comprehensive,Diesel,5,53750,First Owner,Manual,2018,23.0,1498.0,1498.0,9896.0,6.85,0,0.29782608695652174
1306,2019 Maruti Alto 800 VXI BSVI,2019,Comprehensive,Petrol,5,48341,First Owner,Manual,2019,22.05,796.0,796.0,4733.0,3.03,0,0.13741496598639455
1307,2018 Lamborghini Urus V8,2018,Third Party insurance,Petrol,5,25000,First Owner,Automatic,2018,3996.0,641.0,641.0,850.0,3.6,0,0.0009009009009009009
1308,2018 Maruti Wagon R VXI 1.2 BSIV,2018,Comprehensive,Petrol,5,34260,First Owner,Manual,2018,21.5,1197.0,1197.0,8180.0,3.95,0,0.18372093023255814
1309,2018 Ford Ecosport 1.5 Diesel Trend BSIV,2018,Comprehensive,Diesel,5,48380,Second Owner,Manual,2018,23.0,1498.0,1498.0,9896.0,5.83,0,0.2534782608695652
1310,2018 Hyundai Creta 1.6 CRDi SX Plus,2018,Third Party insurance,Diesel,5,52000,First Owner,Manual,2018,19.67,1582.0,1582.0,1262.0,9.95,0,0.5058464667005591
1311,2016 Maruti Omni E MPI STD,2016,Comprehensive,Petrol,8,23022,Second Owner,Manual,2016,796.0,342.0,342.0,59.0,2.25,0,0.002826633165829146
1312,2019 Maruti Alto K10 VXI Optional,2019,Comprehensive,Petrol,5,26610,First Owner,Manual,2019,23.95,998.0,998.0,6705.0,3.65,0,0.1524008350730689
1313,2018 Maruti Ertiga 1.5 VDI,2018,Comprehensive,Diesel,7,66019,First Owner,Manual,2018,24.2,1498.0,1498.0,9387.0,7.75,0,0.3202479338842975
1314,2014 Maruti Alto K10 2010-2014 VXI,2014,Comprehensive,Petrol,5,42320,First Owner,Manual,2014,998.0,671.0,671.0,90.0,2.29,0,0.0022945891783567136
1315,2020 Maruti Wagon R CNG LXI,2020,Comprehensive,CNG,5,25484,First Owner,Manual,2020,998.0,5833.0,5833.0,78.0,4.77,0,0.004779559118236473
1316,2013 Maruti Zen Estilo LXI,2015,Comprehensive,Petrol,5,25171,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.22,2,0.0022244488977955913
1317,2011 Hyundai i20 1.4 CRDi Asta,2011,Comprehensive,Diesel,5,78006,Second Owner,Manual,2011,23.0,1396.0,1396.0,904000.0,2.55,0,0.1108695652173913
1318,2018 Nissan Micra XL CVT,2019,Comprehensive,Petrol,5,21607,First Owner,Automatic,2018,19.34,1198.0,1198.0,7594.0,4.7,1,0.24301964839710447
1319,2019 Kia Seltos GTX Plus DCT,2019,Comprehensive,Petrol,5,52162,First Owner,Automatic,2019,16.5,1353.0,1353.0,13808.0,11.92,0,0.7224242424242424
1320,2016 BMW 7 Series 730Ld Design Pure Excellence,2016,Comprehensive,Diesel,5,23435,First Owner,Automatic,2016,16.77,2993.0,2993.0,26149.0,45.0,0,2.683363148479428
1321,2021 Skoda Kushaq 1.0 TSI Style BSVI,2021,Comprehensive,Petrol,5,20336,First Owner,Manual,2021,19.2,999.0,999.0,11398.0,12.81,0,0.6671875
1322,2018 Maruti SX4 S Cross Alpha DDiS 200 SH,2018,Comprehensive,Diesel,5,68591,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,6.75,0,0.2689243027888446
1323,2014 Maruti Swift VDI BSIV,2014,Comprehensive,Diesel,5,65341,First Owner,Manual,2014,25.2,1248.0,1248.0,74.0,3.44,0,0.13650793650793652
1324,2017 Datsun RediGO 1.0 T Option,2017,Comprehensive,Petrol,5,23329,First Owner,Manual,2017,22.5,999.0,999.0,67.0,2.72,0,0.12088888888888889
1325,2015 Honda City i DTEC VX,2015,Comprehensive,Diesel,5,84000,First Owner,Manual,2015,25.1,1498.0,1498.0,986.0,5.25,0,0.2091633466135458
1326,2018 Toyota Corolla Altis 1.4 DG,2018,Comprehensive,Diesel,5,19000,First Owner,Manual,2018,21.43,1364.0,1364.0,8679.0,14.95,0,0.6976201586560896
1327,2013 Maruti Ritz LDi,2013,Comprehensive,Diesel,5,100500,Third Owner,Manual,2013,1248.0,7394.0,7394.0,190.0,2.45,0,0.0019631410256410256
1328,2019 Ford Ecosport 1.5 Diesel Titanium BSIV,2019,Third Party insurance,Diesel,5,58500,First Owner,Manual,2019,23.0,1498.0,1498.0,9896.0,6.65,0,0.2891304347826087
