Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),car_age,price_per_km
0,2017 Mercedes-Benz S-Class S400,2017,Comprehensive,Petrol,5,56000,First Owner,Automatic,2017,7.81,2996.0,2996.0,333.0,63.75,0,8.162612035851472
1,2020 Nissan Magnite Turbo CVT XV Premium Opt BSVI,2021,Comprehensive,Petrol,5,30615,First Owner,Automatic,2020,17.4,999.0,999.0,9863.0,8.99,1,0.5166666666666667
2,2018 BMW X1 sDrive 20d xLine,2018,Comprehensive,Diesel,5,24000,First Owner,Automatic,2018,20.68,1995.0,1995.0,188.0,23.75,0,1.1484526112185687
3,2019 Kia Seltos GTX Plus,2019,Comprehensive,Petrol,5,18378,First Owner,Manual,2019,16.5,1353.0,1353.0,13808.0,13.56,0,0.8218181818181819
4,2019 Skoda Superb LK 1.8 TSI AT,2019,Comprehensive,Petrol,5,44900,First Owner,Automatic,2019,14.67,1798.0,1798.0,17746.0,24.0,0,1.6359918200408998
5,2017 Honda Jazz 1.2 S i VTEC,2017,Third Party insurance,Petrol,5,42000,First Owner,Manual,2017,18.7,1199.0,1199.0,887.0,5.45,0,0.2914438502673797
6,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Comprehensive,Petrol,5,36739,First Owner,Manual,2018,18.9,1197.0,1197.0,8186.0,5.12,1,0.2708994708994709
7,2018 Hyundai Creta 1.6 SX,2018,Comprehensive,Petrol,5,76000,First Owner,Manual,2018,15.8,1591.0,1591.0,1213.0,9.3,0,0.5886075949367089
8,2015 Mercedes-Benz S-Class S 350 CDI,2015,Comprehensive,Diesel,5,68000,Second Owner,Automatic,2015,13.5,2987.0,2987.0,25479.0,42.0,0,3.111111111111111
9,2019 Tata Nexon 1.2 Revotron XZ Plus,2019,Comprehensive,Petrol,5,28783,First Owner,Manual,2019,17.0,1198.0,1198.0,1085.0,8.02,0,0.4717647058823529
10,2020 Honda City VX CVT,2020,Comprehensive,Petrol,5,40000,First Owner,Automatic,2020,17.4,1497.0,1497.0,1176.0,10.95,0,0.6293103448275862
11,2021 Renault Duster RXS,2022,Comprehensive,Petrol,5,17382,First Owner,Manual,2021,16.42,1498.0,1498.0,10455.0,8.99,1,0.5475030450669914
13,2021 Hyundai Venue SX Plus Turbo DCT,2022,Comprehensive,Petrol,5,17000,First Owner,Automatic,2021,18.15,998.0,998.0,11835.0,10.95,1,0.6033057851239669
14,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Comprehensive,Petrol,5,26867,First Owner,Manual,2019,18.9,1197.0,1197.0,8186.0,5.78,0,0.3058201058201059
15,2022 Hyundai i20 Asta Opt,2022,Third Party insurance,Petrol,5,30000,First Owner,Manual,2022,21.0,1197.0,1197.0,8180.0,8.95,0,0.4261904761904762
17,2018 BMW 3 Series 320d Luxury Line,2018,Comprehensive,Diesel,5,53000,First Owner,Automatic,2018,22.69,1995.0,1995.0,190.0,23.5,0,1.0356985456148082
18,2019 Ford Ecosport 1.5 Petrol Titanium Plus BSIV,2019,Comprehensive,Petrol,5,40000,First Owner,Manual,2019,17.0,1497.0,1497.0,12136.0,7.95,0,0.4676470588235294
19,2020 Jeep Compass 1.4 Limited Plus,2020,Comprehensive,Petrol,5,48000,First Owner,Automatic,2020,14.1,1368.0,1368.0,16077.0,18.95,0,1.3439716312056738
20,2021 MG Gloster Savvy 6-Str,2021,Comprehensive,Diesel,6,35000,First Owner,Automatic,2021,12.4,1996.0,1996.0,21501.0,35.0,0,2.82258064516129
21,2010 Maruti Swift 1.2 VXi BSII,2010,Comprehensive,Petrol,5,100525,First Owner,Manual,2010,16.1,1197.0,1197.0,85.0,2.09,0,0.12981366459627328
22,2015 Honda City i VTEC CVT VX,2015,Third Party insurance,Petrol,5,83000,Second Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.25,0,0.3472222222222222
23,2011 Maruti Wagon R LXI BSIII,2011,Comprehensive,Petrol,5,40191,Second Owner,Manual,2011,998.0,671.0,671.0,90.0,2.12,0,0.002124248496993988
24,2015 Audi A6 35 TDI,2015,Comprehensive,Diesel,5,62152,First Owner,Automatic,2015,18.53,1968.0,1968.0,18774.0,20.0,0,1.0793308148947651
25,2017 Hyundai Creta 1.6 VTVT S,2017,Third Party insurance,Petrol,5,49000,First Owner,Manual,2017,15.29,1591.0,1591.0,1213.0,8.35,0,0.5461085676913016
26,2017 Maruti Baleno 1.2 Delta,2017,Comprehensive,Petrol,5,56215,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.03,0,0.23504672897196263
27,2018 Toyota Yaris J,2018,Comprehensive,Petrol,5,53000,First Owner,Manual,2018,17.1,1496.0,1496.0,10594.0,6.95,0,0.40643274853801165
28,2015 Toyota Fortuner 4x2 AT,2015,Comprehensive,Diesel,7,100000,First Owner,Automatic,2015,12.55,2982.0,2982.0,1685.0,16.0,0,1.2749003984063745
29,2020 Hyundai Creta SX Turbo BSVI,2020,Comprehensive,Petrol,5,36346,First Owner,Automatic,2020,16.8,1353.0,1353.0,13808.0,15.22,0,0.905952380952381
30,2018 Jaguar XE 2.0L Diesel Portfolio,2018,Comprehensive,Diesel,5,48000,First Owner,Automatic,2018,13.5,1999.0,1999.0,177.0,26.95,0,1.9962962962962962
31,2019 Hyundai i20 Sportz Plus BSIV,2019,Comprehensive,Petrol,5,42098,First Owner,Manual,2019,18.6,1197.0,1197.0,8186.0,6.7,0,0.3602150537634408
33,2019 BMW X1 sDrive 20d xLine,2019,Comprehensive,Diesel,5,64000,First Owner,Automatic,2019,20.68,1995.0,1995.0,188.0,25.5,0,1.2330754352030948
34,2022 Maruti Swift ZXI Plus DT AMT BSVI,2022,Comprehensive,Petrol,5,13158,First Owner,Automatic,2022,22.56,1197.0,1197.0,8850.0,8.38,0,0.3714539007092199
35,2018 Hyundai Creta 1.6 SX Automatic Diesel,2018,Third Party insurance,Diesel,5,65400,First Owner,Automatic,2018,17.6,1582.0,1582.0,1262.0,10.9,0,0.6193181818181818
37,2022 Tata Tiago XZ Plus CNG BSVI,2022,Comprehensive,CNG,5,30000,First Owner,Manual,2022,26.49,1199.0,1199.0,72.0,7.25,0,0.27368818422046054
38,2017 Honda Jazz 1.5 E i DTEC,2017,Comprehensive,Diesel,5,62000,First Owner,Manual,2017,1498.0,986.0,986.0,200.0,4.75,0,0.003170894526034713
39,2010 Volkswagen Beetle 2.0,2010,Comprehensive,Petrol,4,40000,First Owner,Automatic,2010,10.98,1984.0,1984.0,1144.0,11.95,0,1.088342440801457
40,2021 MG Gloster Savvy 6-Str,2021,Comprehensive,Diesel,6,35000,First Owner,Automatic,2021,12.4,1996.0,1996.0,21501.0,35.0,0,2.82258064516129
41,2010 Maruti Swift 1.2 VXi BSII,2010,Comprehensive,Petrol,5,100525,First Owner,Manual,2010,16.1,1197.0,1197.0,85.0,2.09,0,0.12981366459627328
42,2015 Honda City i VTEC CVT VX,2015,Third Party insurance,Petrol,5,83000,Second Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.25,0,0.3472222222222222
43,2011 Maruti Wagon R LXI BSIII,2011,Comprehensive,Petrol,5,40191,Second Owner,Manual,2011,998.0,671.0,671.0,90.0,2.12,0,0.002124248496993988
44,2015 Audi A6 35 TDI,2015,Comprehensive,Diesel,5,62152,First Owner,Automatic,2015,18.53,1968.0,1968.0,18774.0,20.0,0,1.0793308148947651
45,2017 Hyundai Creta 1.6 VTVT S,2017,Third Party insurance,Petrol,5,49000,First Owner,Manual,2017,15.29,1591.0,1591.0,1213.0,8.35,0,0.5461085676913016
46,2017 Maruti Baleno 1.2 Delta,2017,Comprehensive,Petrol,5,56215,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.03,0,0.23504672897196263
47,2018 Toyota Yaris J,2018,Comprehensive,Petrol,5,53000,First Owner,Manual,2018,17.1,1496.0,1496.0,10594.0,6.95,0,0.40643274853801165
48,2015 Toyota Fortuner 4x2 AT,2015,Comprehensive,Diesel,7,100000,First Owner,Automatic,2015,12.55,2982.0,2982.0,1685.0,16.0,0,1.2749003984063745
49,2020 Hyundai Creta SX Turbo BSVI,2020,Comprehensive,Petrol,5,36346,First Owner,Automatic,2020,16.8,1353.0,1353.0,13808.0,15.22,0,0.905952380952381
50,2018 Jaguar XE 2.0L Diesel Portfolio,2018,Comprehensive,Diesel,5,48000,First Owner,Automatic,2018,13.5,1999.0,1999.0,177.0,26.95,0,1.9962962962962962
51,2019 Hyundai i20 Sportz Plus BSIV,2019,Comprehensive,Petrol,5,42098,First Owner,Manual,2019,18.6,1197.0,1197.0,8186.0,6.7,0,0.3602150537634408
53,2019 BMW X1 sDrive 20d xLine,2019,Comprehensive,Diesel,5,64000,First Owner,Automatic,2019,20.68,1995.0,1995.0,188.0,25.5,0,1.2330754352030948
54,2022 Maruti Swift ZXI Plus DT AMT BSVI,2022,Comprehensive,Petrol,5,13158,First Owner,Automatic,2022,22.56,1197.0,1197.0,8850.0,8.38,0,0.3714539007092199
55,2018 Hyundai Creta 1.6 SX Automatic Diesel,2018,Third Party insurance,Diesel,5,65400,First Owner,Automatic,2018,17.6,1582.0,1582.0,1262.0,10.9,0,0.6193181818181818
57,2022 Tata Tiago XZ Plus CNG BSVI,2022,Comprehensive,CNG,5,30000,First Owner,Manual,2022,26.49,1199.0,1199.0,72.0,7.25,0,0.27368818422046054
58,2017 Honda Jazz 1.5 E i DTEC,2017,Comprehensive,Diesel,5,62000,First Owner,Manual,2017,1498.0,986.0,986.0,200.0,4.75,0,0.003170894526034713
59,2010 Volkswagen Beetle 2.0,2010,Comprehensive,Petrol,4,40000,First Owner,Automatic,2010,10.98,1984.0,1984.0,1144.0,11.95,0,1.088342440801457
60,2023 Honda City ZX CVT,2023,Comprehensive,Petrol,5,10280,First Owner,Automatic,2023,18.4,1498.0,1498.0,11935.0,16.0,0,0.8695652173913044
61,2015 Maruti Baleno 1.2 Alpha,2015,Comprehensive,Petrol,5,17282,First Owner,Manual,2015,21.4,1197.0,1197.0,831.0,5.45,0,0.2546728971962617
62,2019 Honda CR-V 2.0 CVT,2019,Third Party insurance,Petrol,5,30500,First Owner,Automatic,2019,14.4,1997.0,1997.0,15189.0,22.95,0,1.59375
63,2020 Kia Seltos HTX Plus Diesel,2020,Comprehensive,Diesel,5,60755,First Owner,Manual,2020,20.8,1493.0,1493.0,11343.0,13.51,0,0.6495192307692307
64,2021 Mercedes-Benz C-Class Progressive C 200,2021,Comprehensive,Petrol,5,25000,Second Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,40.75,0,3.4243697478991595
65,2018 Mahindra Scorpio S11,2018,Comprehensive,Diesel,7,47000,First Owner,Manual,2018,15.4,2179.0,2179.0,13678.0,14.5,0,0.9415584415584415
66,2020 Kia Seltos GTX DCT,2020,Comprehensive,Petrol,5,59316,First Owner,Automatic,2020,16.2,1353.0,1353.0,138.0,13.99,0,0.8635802469135803
67,2021 Toyota Yaris J BSIV,2021,Comprehensive,Petrol,5,48000,Third Owner,Manual,2021,17.1,1496.0,1496.0,1055.0,6.95,0,0.40643274853801165
68,2023 BMW 5 Series 530i M Sport BSVI,2023,Zero Dep,Petrol,5,20000,First Owner,Automatic,2023,14.82,1998.0,1998.0,24808.0,65.0,0,4.385964912280702
69,2020 Renault KWID Climber 1.0 AMT Opt,2020,Third Party insurance,Petrol,5,12503,First Owner,Automatic,2020,22.0,999.0,999.0,67.0,5.15,0,0.2340909090909091
70,2021 Jeep Compass 1.4 Sport BSVI,2021,Comprehensive,Petrol,5,10000,First Owner,Manual,2021,14.3,1368.0,1368.0,16077.0,15.95,0,1.1153846153846152
71,2011 Maruti Swift 1.2 VXi BSII,2011,Comprehensive,Petrol,5,73717,Second Owner,Manual,2011,16.1,1197.0,1197.0,85.0,2.41,0,0.1496894409937888
73,2017 Honda Jazz V CVT,2017,Comprehensive,Petrol,5,17000,First Owner,Automatic,2017,17.1,1199.0,1199.0,8850.0,5.95,0,0.347953216374269
74,2014 Hyundai Grand i10 AT Asta,2014,Comprehensive,Petrol,5,36047,First Owner,Automatic,2014,18.9,1197.0,1197.0,82.0,4.32,0,0.2285714285714286
75,2018 Maruti Wagon R CNG LXI,2018,Comprehensive,CNG,5,45000,First Owner,Manual,2018,998.0,5833.0,5833.0,78.0,4.45,0,0.004458917835671343
77,2016 Hyundai i10 Sportz,2016,Comprehensive,Petrol,5,50000,Second Owner,Manual,2016,20.36,1197.0,1197.0,789.0,3.45,0,0.1694499017681729
78,2018 Maruti Swift VXI,2018,Comprehensive,Petrol,5,51000,First Owner,Manual,2018,22.0,1197.0,1197.0,8180.0,5.5,0,0.25
79,2018 Mahindra XUV500 W5,2018,Third Party,Diesel,7,62000,Second Owner,Manual,2018,2179.0,15287.0,15287.0,360.0,8.5,0,0.003900871959614502
80,2023 Honda City ZX CVT,2023,Comprehensive,Petrol,5,10280,First Owner,Automatic,2023,18.4,1498.0,1498.0,11935.0,16.0,0,0.8695652173913044
81,2015 Maruti Baleno 1.2 Alpha,2015,Comprehensive,Petrol,5,17282,First Owner,Manual,2015,21.4,1197.0,1197.0,831.0,5.45,0,0.2546728971962617
82,2019 Honda CR-V 2.0 CVT,2019,Third Party insurance,Petrol,5,30500,First Owner,Automatic,2019,14.4,1997.0,1997.0,15189.0,22.95,0,1.59375
83,2020 Kia Seltos HTX Plus Diesel,2020,Comprehensive,Diesel,5,60755,First Owner,Manual,2020,20.8,1493.0,1493.0,11343.0,13.51,0,0.6495192307692307
84,2021 Mercedes-Benz C-Class Progressive C 200,2021,Comprehensive,Petrol,5,25000,Second Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,40.75,0,3.4243697478991595
85,2018 Mahindra Scorpio S11,2018,Comprehensive,Diesel,7,47000,First Owner,Manual,2018,15.4,2179.0,2179.0,13678.0,14.5,0,0.9415584415584415
86,2020 Kia Seltos GTX DCT,2020,Comprehensive,Petrol,5,59316,First Owner,Automatic,2020,16.2,1353.0,1353.0,138.0,13.99,0,0.8635802469135803
87,2021 Toyota Yaris J BSIV,2021,Comprehensive,Petrol,5,48000,Third Owner,Manual,2021,17.1,1496.0,1496.0,1055.0,6.95,0,0.40643274853801165
88,2023 BMW 5 Series 530i M Sport BSVI,2023,Zero Dep,Petrol,5,20000,First Owner,Automatic,2023,14.82,1998.0,1998.0,24808.0,65.0,0,4.385964912280702
89,2020 Renault KWID Climber 1.0 AMT Opt,2020,Third Party insurance,Petrol,5,12503,First Owner,Automatic,2020,22.0,999.0,999.0,67.0,5.15,0,0.2340909090909091
90,2021 Jeep Compass 1.4 Sport BSVI,2021,Comprehensive,Petrol,5,10000,First Owner,Manual,2021,14.3,1368.0,1368.0,16077.0,15.95,0,1.1153846153846152
91,2011 Maruti Swift 1.2 VXi BSII,2011,Comprehensive,Petrol,5,73717,Second Owner,Manual,2011,16.1,1197.0,1197.0,85.0,2.41,0,0.1496894409937888
93,2017 Honda Jazz V CVT,2017,Comprehensive,Petrol,5,17000,First Owner,Automatic,2017,17.1,1199.0,1199.0,8850.0,5.95,0,0.347953216374269
94,2014 Hyundai Grand i10 AT Asta,2014,Comprehensive,Petrol,5,36047,First Owner,Automatic,2014,18.9,1197.0,1197.0,82.0,4.32,0,0.2285714285714286
95,2018 Maruti Wagon R CNG LXI,2018,Comprehensive,CNG,5,45000,First Owner,Manual,2018,998.0,5833.0,5833.0,78.0,4.45,0,0.004458917835671343
97,2016 Hyundai i10 Sportz,2016,Comprehensive,Petrol,5,50000,Second Owner,Manual,2016,20.36,1197.0,1197.0,789.0,3.45,0,0.1694499017681729
98,2018 Maruti Swift VXI,2018,Comprehensive,Petrol,5,51000,First Owner,Manual,2018,22.0,1197.0,1197.0,8180.0,5.5,0,0.25
99,2018 Mahindra XUV500 W5,2018,Third Party,Diesel,7,62000,Second Owner,Manual,2018,2179.0,15287.0,15287.0,360.0,8.5,0,0.003900871959614502
100,2017 Toyota Camry 2.5 Hybrid,2017,Third Party insurance,Petrol,5,45000,First Owner,Automatic,2017,19.16,2494.0,2494.0,1577.0,22.5,0,1.174321503131524
101,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Comprehensive,Petrol,5,17041,First Owner,Automatic,2021,20.28,998.0,998.0,11841.0,10.49,0,0.5172583826429981
102,2018 Mahindra XUV500 W6 1.99 mHawk,2018,Comprehensive,Diesel,7,49000,First Owner,Manual,2018,16.0,1997.0,1997.0,140.0,9.25,0,0.578125
103,2020 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,5,23588,First Owner,Manual,2020,18.27,998.0,998.0,11835.0,9.2,0,0.5035577449370553
104,2018 Mercedes-Benz CLA Urban Sport 200d,2018,Comprehensive,Diesel,5,50000,Second Owner,Automatic,2018,17.9,2143.0,2143.0,1341.0,22.0,0,1.229050279329609
105,2017 Toyota Innova Crysta 2.8 GX AT BSIV,2017,Third Party insurance,Diesel,7,76000,First Owner,Automatic,2017,11.36,2755.0,2755.0,1715.0,14.75,0,1.2984154929577465
106,2019 Maruti Baleno Delta,2019,Comprehensive,Petrol,5,49341,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,5.76,0,0.2741551642075202
107,2013 Honda Amaze VX i-Vtech,2013,Comprehensive,Petrol,5,56000,First Owner,Manual,2013,18.0,1198.0,1198.0,867.0,3.25,0,0.18055555555555555
108,2023 MG Hector Plus 1.5 Turbo Sharp Pro CVT BSVI,2023,Comprehensive,Petrol,6,12000,First Owner,Automatic,2023,12.34,1451.0,1451.0,141.0,21.0,0,1.7017828200972447
109,2014 Honda City i VTEC V,2014,Comprehensive,Petrol,5,51734,First Owner,Manual,2014,17.8,1497.0,1497.0,1173.0,5.72,0,0.32134831460674157
110,2018 Maruti Swift VXI,2018,Third Party insurance,Petrol,5,22000,First Owner,Manual,2018,22.0,1197.0,1197.0,8180.0,5.75,0,0.26136363636363635
111,2018 Hyundai Creta 1.6 SX Diesel,2018,Comprehensive,Diesel,5,45084,First Owner,Manual,2018,20.5,1582.0,1582.0,1262.0,9.22,0,0.4497560975609756
113,2016 Honda Amaze S i-VTEC,2016,Comprehensive,Petrol,5,29000,First Owner,Manual,2016,17.8,1198.0,1198.0,867.0,4.8,0,0.2696629213483146
114,2021 Hyundai Venue SX Turbo,2022,Comprehensive,Petrol,5,16763,First Owner,Manual,2021,18.27,998.0,998.0,11835.0,9.69,1,0.5303776683087028
115,2022 Tata Altroz XM plus BSVI,2022,Third Party insurance,Petrol,5,6000,First Owner,Manual,2022,19.33,1199.0,1199.0,8683.0,6.95,0,0.35954474909467155
117,2015 Mahindra XUV500 W4,2015,Comprehensive,Diesel,7,86000,First Owner,Manual,2015,15.1,2179.0,2179.0,140.0,5.45,0,0.3609271523178808
118,2018 Honda Jazz VX CVT,2018,Comprehensive,Petrol,5,24000,First Owner,Automatic,2018,17.1,1199.0,1199.0,8850.0,6.55,0,0.38304093567251457
119,2021 Hyundai Venue S,2021,Comprehensive,Petrol,5,9000,First Owner,Manual,2021,20.36,1197.0,1197.0,8180.0,7.75,0,0.3806483300589391
120,2017 Toyota Camry 2.5 Hybrid,2017,Third Party insurance,Petrol,5,45000,First Owner,Automatic,2017,19.16,2494.0,2494.0,1577.0,22.5,0,1.174321503131524
121,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Comprehensive,Petrol,5,17041,First Owner,Automatic,2021,20.28,998.0,998.0,11841.0,10.49,0,0.5172583826429981
122,2018 Mahindra XUV500 W6 1.99 mHawk,2018,Comprehensive,Diesel,7,49000,First Owner,Manual,2018,16.0,1997.0,1997.0,140.0,9.25,0,0.578125
123,2020 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,5,23588,First Owner,Manual,2020,18.27,998.0,998.0,11835.0,9.2,0,0.5035577449370553
124,2018 Mercedes-Benz CLA Urban Sport 200d,2018,Comprehensive,Diesel,5,50000,Second Owner,Automatic,2018,17.9,2143.0,2143.0,1341.0,22.0,0,1.229050279329609
125,2017 Toyota Innova Crysta 2.8 GX AT BSIV,2017,Third Party insurance,Diesel,7,76000,First Owner,Automatic,2017,11.36,2755.0,2755.0,1715.0,14.75,0,1.2984154929577465
126,2019 Maruti Baleno Delta,2019,Comprehensive,Petrol,5,49341,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,5.76,0,0.2741551642075202
127,2013 Honda Amaze VX i-Vtech,2013,Comprehensive,Petrol,5,56000,First Owner,Manual,2013,18.0,1198.0,1198.0,867.0,3.25,0,0.18055555555555555
128,2023 MG Hector Plus 1.5 Turbo Sharp Pro CVT BSVI,2023,Comprehensive,Petrol,6,12000,First Owner,Automatic,2023,12.34,1451.0,1451.0,141.0,21.0,0,1.7017828200972447
129,2014 Honda City i VTEC V,2014,Comprehensive,Petrol,5,51734,First Owner,Manual,2014,17.8,1497.0,1497.0,1173.0,5.72,0,0.32134831460674157
130,2018 Maruti Swift VXI,2018,Third Party insurance,Petrol,5,22000,First Owner,Manual,2018,22.0,1197.0,1197.0,8180.0,5.75,0,0.26136363636363635
131,2018 Hyundai Creta 1.6 SX Diesel,2018,Comprehensive,Diesel,5,45084,First Owner,Manual,2018,20.5,1582.0,1582.0,1262.0,9.22,0,0.4497560975609756
133,2016 Honda Amaze S i-VTEC,2016,Comprehensive,Petrol,5,29000,First Owner,Manual,2016,17.8,1198.0,1198.0,867.0,4.8,0,0.2696629213483146
134,2021 Hyundai Venue SX Turbo,2022,Comprehensive,Petrol,5,16763,First Owner,Manual,2021,18.27,998.0,998.0,11835.0,9.69,1,0.5303776683087028
135,2022 Tata Altroz XM plus BSVI,2022,Third Party insurance,Petrol,5,6000,First Owner,Manual,2022,19.33,1199.0,1199.0,8683.0,6.95,0,0.35954474909467155
137,2015 Mahindra XUV500 W4,2015,Comprehensive,Diesel,7,86000,First Owner,Manual,2015,15.1,2179.0,2179.0,140.0,5.45,0,0.3609271523178808
138,2018 Honda Jazz VX CVT,2018,Comprehensive,Petrol,5,24000,First Owner,Automatic,2018,17.1,1199.0,1199.0,8850.0,6.55,0,0.38304093567251457
139,2021 Hyundai Venue S,2021,Comprehensive,Petrol,5,9000,First Owner,Manual,2021,20.36,1197.0,1197.0,8180.0,7.75,0,0.3806483300589391
140,2022 Kia Carens Prestige Plus Turbo DCT 2022-2023,2022,Comprehensive,Petrol,7,14900,First Owner,Automatic,2022,16.5,1353.0,1353.0,13805.0,16.5,0,1.0
141,2022 Hyundai i20 N-Line N8 DCT BSVI,2022,Comprehensive,Petrol,5,17172,Second Owner,Automatic,2022,20.25,998.0,998.0,11841.0,10.33,0,0.5101234567901235
142,2020 Mercedes-Benz GLE 300d BSVI,2020,Zero Dep,Diesel,5,33000,First Owner,Automatic,2020,1950.0,24138.0,24138.0,500.0,78.0,0,0.04
143,2016 Renault KWID RXT,2016,Third Party insurance,Petrol,5,38000,Second Owner,Manual,2016,25.17,799.0,799.0,533.0,1.85,0,0.07350019864918554
144,2022 Tata Altroz XZ Plus BSVI,2023,Comprehensive,Petrol,5,11501,First Owner,Manual,2022,19.33,1199.0,1199.0,8683.0,8.24,1,0.42628039317123645
145,2022 Mercedes-Benz GLE 300d BSVI,2022,Zero Dep,Diesel,5,43703,First Owner,Automatic,2022,1950.0,24138.0,24138.0,500.0,82.9,0,0.042512820512820515
146,2021 Toyota Fortuner Legender 4x2 AT,2021,Comprehensive,Diesel,7,29800,First Owner,Automatic,2021,2755.0,20115.0,20115.0,500.0,44.0,0,0.015970961887477313
147,2020 Maruti Baleno Zeta,2020,Comprehensive,Petrol,5,22051,First Owner,Manual,2020,21.01,1197.0,1197.0,8180.0,6.98,0,0.3322227510709186
148,2021 Maruti Baleno Sigma,2021,Comprehensive,Petrol,5,32965,First Owner,Manual,2021,1197.0,8180.0,8180.0,113.0,5.75,0,0.004803675856307435
149,2014 Hyundai i10 Magna 1.1L,2014,Comprehensive,Petrol,5,96593,First Owner,Manual,2014,1086.0,6805.0,6805.0,9904.0,2.73,0,0.0025138121546961325
151,2022 BMW 2 Series 220i M Sport Pro BSVI,2022,Comprehensive,Petrol,5,15000,First Owner,Automatic,2022,14.82,1998.0,1998.0,18908.0,42.0,0,2.834008097165992
152,2020 Tata Tiago XZ Plus Dual Tone Roof BSVI,2020,Comprehensive,Petrol,5,27138,First Owner,Manual,2020,19.01,1199.0,1199.0,8482.0,5.92,0,0.3114150447133088
153,2022 Maruti Baleno 1.2 Delta,2022,Comprehensive,Petrol,5,15000,First Owner,Manual,2022,21.4,1197.0,1197.0,831.0,7.25,0,0.338785046728972
155,2023 Mahindra Scorpio N Z8L AT BSVI,2023,Comprehensive,Petrol,7,9000,First Owner,Automatic,2023,1997.0,200.0,200.0,380.0,23.45,0,0.011742613920881322
156,2021 Kia Sonet HTX Plus Turbo iMT BSVI,2021,Comprehensive,Petrol,5,10000,First Owner,Manual,2021,18.2,998.0,998.0,11836.0,10.2,0,0.5604395604395604
157,2020 Kia Seltos GTX Plus Diesel AT,2020,Comprehensive,Diesel,5,70000,First Owner,Automatic,2020,18.0,1493.0,1493.0,11343.0,14.95,0,0.8305555555555555
158,2020 Mercedes-Benz C-Class Progressive C 220d,2020,Comprehensive,Diesel,5,30000,First Owner,Automatic,2020,12.6,1950.0,1950.0,194.0,37.5,0,2.9761904761904763
159,2021 Hyundai i20 N-Line N8 DCT BSVI,2022,Comprehensive,Petrol,5,16684,First Owner,Automatic,2021,20.25,998.0,998.0,11841.0,11.11,1,0.5486419753086419
160,2019 Mercedes-Benz AMG C43 4MATIC Coupe,2019,Comprehensive,Petrol,5,30000,First Owner,Automatic,2019,2996.0,38487.0,38487.0,520.0,67.0,0,0.022363150867823766
161,2012 Maruti Swift LXI BSIV,2012,Comprehensive,Petrol,5,92543,First Owner,Manual,2012,1197.0,8180.0,8180.0,113.0,2.74,0,0.0022890559732665
162,2021 Mahindra XUV700 AX7 AT Luxury Pack BSVI,2021,Comprehensive,Petrol,7,25000,First Owner,Automatic,2021,1999.0,19713.0,19713.0,380.0,24.75,0,0.012381190595297648
163,2016 Ford Ecosport 1.5 Diesel Titanium Plus,2016,Comprehensive,Diesel,5,59870,First Owner,Manual,2016,21.7,1498.0,1498.0,9896.0,4.95,0,0.22811059907834103
164,2016 Hyundai i20 Sportz 1.2,2016,Comprehensive,Petrol,5,62700,First Owner,Manual,2016,18.6,1197.0,1197.0,8183.0,5.22,0,0.2806451612903225
165,2019 Kia Seltos HTX Plus AT D,2019,Third Party insurance,Diesel,5,42132,First Owner,Automatic,2019,17.8,1493.0,1493.0,1134.0,14.75,0,0.8286516853932584
166,2018 Mercedes-Benz CLA 200 CGI Sport,2018,Third Party insurance,Petrol,5,32000,First Owner,Automatic,2018,15.04,1991.0,1991.0,183.0,25.75,0,1.7121010638297873
167,2010 Maruti A-Star Zxi,2010,Comprehensive,Petrol,5,58873,First Owner,Manual,2010,19.0,998.0,998.0,661.0,1.82,0,0.09578947368421054
168,2018 Renault Duster Petrol RXS CVT,2018,Comprehensive,Petrol,5,10000,First Owner,Automatic,2018,14.99,1498.0,1498.0,1045.0,7.95,0,0.5303535690460307
169,2022 Tata Altroz XZ Plus BSVI,2023,Comprehensive,Petrol,5,14069,First Owner,Manual,2022,19.33,1199.0,1199.0,8683.0,8.24,1,0.42628039317123645
171,2014 Renault Duster RXL AWD,2014,Third Party insurance,Diesel,5,80000,First Owner,Manual,2014,19.01,1461.0,1461.0,10845.0,2.85,0,0.1499210941609679
172,2016 Honda City i VTEC V,2016,Comprehensive,Petrol,5,57453,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.24,0,0.350561797752809
